C店代码,开店时间,,当月B店铺天数,当月有消保天数,当月有旺铺天数,当月有淘客天数,当月有P4P天数,当月在线商品数之和,当月有记录天数,J/K近似平均商品,当月最后一天店铺状态,主营类目ID,主营类目名称,当月最后一天在线商品数,省份ID,省份名称,城市ID,城市名称,区县ID,区县名称,行政辖区ID,行政辖区,城市等级,ipv_pv,Ln(pv),ipv_uv,Ln(uv),sales,Ln(交易额),笔数,Ln(笔数),买家数,全部网店人员,合并-主营,主营店人员,共用人员,主营店营业额,主营店人员数,店主/合伙人人数,雇佣员工人数,帮工人数,店主/合伙人_工作时间,雇佣员工工作时长,帮工工作时长,平均月工资,开店之前的工作,其他,职业状态,职业状态_其他,是否最主要收入来源,性别,婚姻状况,年龄,学历,最常所在地,户口,旺旺uid,旺旺子账号数量,当月有登陆旺旺子账号数量,卖家星级ID,卖家星级名称
c00421,41386,0,0,30,30,0,0,3236,30,107.8666667,0,50006843,女鞋,108,310000,上海,310100,上海市,310105,长宁区,101554,上海市区,1,975,6.882437471,820,6.70930434,0,#NUM!,0,#NUM!,0,,1,,,,1,1,,,21,,,,受雇于企业（包括个体户）,,受雇于企业（包括个体户）,,不是主要收入来源,男,未婚,26-30岁,大专,省会城市市区,农业户口,367435180,\N,0,1,1星级
c00422,40306,,0,30,30,30,30,937,30,31.23333333,0,50008165,童装/童鞋/亲子装,31,330000,浙江省,331100,丽水市,331121,青田县,101039,青田县,6,9132,9.119540008,6083,8.713253274,29374.73,10.28789006,444,6.095824562,418,,3,,,,3,1,,1,85,,50,,无事可做（休息、待业）,,只经营网店，没有其他工作,,不是主要收入来源,男,未婚,26-30岁,高中/中专/职高,县城市区,农业户口,356102509,2,0,9,4钻
c00423,41386,0,0,30,30,0,0,421,30,14.03333333,0,16,女装/女士精品,17,440000,广东省,440100,广州市,440103,荔湾区,100550,广州市区,1,36280,10.4990219,21483,9.975017204,8953.18,9.099764055,89,4.48863637,56,,3,,,,3,2,2,1,,,,,受雇于企业（包括个体户）,,受雇于企业（包括个体户）,,不是主要收入来源,男,未婚,26-30岁,大专,省会城市市区,农业户口,339245801,2,1,4,4星级
c00424,41386,0,0,30,24,30,0,2849,30,94.96666667,0,16,女装/女士精品,93,440000,广东省,440100,广州市,440105,海珠区,100550,广州市区,1,979,6.886531643,679,6.520621128,738,6.603943825,11,2.397895273,6,,2,,,,2,2,,1,8,,5,,个体户,,个体户,,不是主要收入来源,男,未婚,23-25岁,初中或以下,省会城市市区,非农业户口,71656623,2,0,4,4星级
c00425,40605,,0,30,30,30,30,9637,30,321.2333333,0,50014812,尿片/洗护/喂哺/推车床,339,330000,浙江省,330100,杭州市,330109,萧山区,100650,杭州市区,2,161086,11.98969366,60682,11.01340239,1274527.54,14.05808611,21476,9.974691312,8299,,10,,,,10,1,8,1,12,12,5,4000,企业主（自有注册公司）,,打理自己的实体店或工厂,,是主要收入来源,男,已婚,31-35岁,大学本科,省会城市市区,非农业户口,654369049,7,4,14,4皇冠
c00426,40163,,0,30,30,0,0,1301,30,43.36666667,0,50008165,童装/童鞋/亲子装,36,440000,广东省,440100,广州市,440111,白云区,100550,广州市区,1,1226,7.111512116,821,6.710523109,721,6.580639137,12,2.48490665,11,2,2,2,1,70,,2,,,70,,,,受雇于企业（包括个体户）,,打理自己的实体店或工厂,,是主要收入来源,男,已婚,31-35岁,高中/中专/职高,省会城市市区,农业户口,354708513,\N,0,8,3钻
c00427,41386,0,0,30,30,3,20,4057,30,135.2333333,0,16,女装/女士精品,123,440000,广东省,440100,广州市,440106,天河区,100550,广州市区,1,8787,9.081028635,3572,8.180880942,623.56,6.435444991,22,3.091042453,13,,1,,,,1,1,,,14,,,,受雇于企业,,,边找工作边做网店,不是主要收入来源,女,未婚,31-35岁,大学本科,省会城市市区,非农业户口,89609012,\N,0,3,3星级
c00428,40602,,0,0,30,0,0,1287,30,42.9,0,50002766,零食/坚果/特产,45,150000,内蒙古自治区,150100,呼和浩特市,150103,回民区,100743,呼和浩特市区,3,156,5.049856007,84,4.430816799,435.01,6.075369019,26,3.258096538,6,2,2,2,2,80,,2,,,20,,,,受雇于企业（包括个体户）,,企业主（自有注册公司）,,不是主要收入来源,女,未婚,23-25岁,大专,省会城市市区,农业户口,383991346,\N,0,4,4星级
c00429,41386,0,0,7,0,0,0,4294,30,143.1333333,0,1625,女士内衣/男士内衣/家居服,582,360000,江西省,360400,九江市,360481,瑞昌市,100944,瑞昌市,5,1138,7.037027615,562,6.33150185,717.9,6.576330284,45,3.80666249,8,,1,,,,1,1,,,12,,,,受雇于企业（包括个体户）,,受雇于企业（包括个体户）,,不是主要收入来源,男,已婚,26-30岁,高中/中专/职高,地级市/县级市市区,农业户口,155332947,\N,0,3,3星级
c00430,41386,0,0,30,30,0,0,2954,30,98.46666667,0,16,女装/女士精品,98,310000,上海,310100,上海市,310113,宝山区,101554,上海市区,1,1905,7.552237288,1340,7.200424893,1029.8,6.937119888,15,2.708050201,11,,2,,,,2,2,,,12,,,,受雇于企业（包括个体户）,,受雇于企业（包括个体户）,,不是主要收入来源,男,未婚,23-25岁,初中或以下,省会城市市区,农业户口,781936514,2,1,4,4星级
c00431,40405,,0,30,30,30,0,7639,30,254.6333333,0,50010728,运动/瑜伽/健身/球迷用品,255,330000,浙江省,330100,杭州市,330103,下城区,100650,杭州市区,2,8359,9.031094082,4664,8.447628728,6345.33,8.755474388,111,4.709530201,53,,2,,,,2,2,,1,15,,,,个体户,,打理自己的实体店或工厂,,不是主要收入来源,女,已婚,23-25岁,大专,省会城市市区,农业户口,182048338,\N,0,8,3钻
c00432,41386,0,0,30,30,0,0,1083,30,36.1,0,16,女装/女士精品,22,330000,浙江省,330400,嘉兴市,330482,平湖市,100869,平湖市,5,6207,8.733432966,4383,8.3854887,5829.66,8.670713959,154,5.036952602,87,,1,,,,1,1,,,12,,,,受雇于企业（包括个体户）,,受雇于企业（包括个体户）,,不是主要收入来源,女,已婚,26-30岁,大专,县城市区,农业户口,151841792,1,1,6,1钻
c00433,41385,0,0,0,30,0,0,3002,30,100.0666667,0,16,女装/女士精品,93,430000,湖南省,431100,永州市,431103,冷水滩区,102140,永州市区,4,71,4.262679877,48,3.871201011,0,#NUM!,0,#NUM!,0,,1,,,,1,1,,,8,,,,受雇于企业,,受雇于企业（包括个体户）,,不是主要收入来源,女,已婚,26-30岁,大学本科,地级市/县级市市区,农业户口,138273148,\N,0,2,2星级
c00434,40566,,0,30,30,0,30,60330,30,2011,0,99,网络游戏点卡,2023,410000,河南省,410700,新乡市,410711,牧野区,101941,新乡市区,3,10683,9.276408972,5715,8.650849576,757034.49,13.53716409,4548,8.422442855,3386,,1,,,,1,1,0,0,8,0,0,0,在政府部门或事业单位工作,,在政府部门或事业单位工作,,不是主要收入来源,男,已婚,36-40岁,大专,地级市/县级市市区,非农业户口,655417857,\N,0,13,3皇冠
c00435,41374,0,0,30,30,30,30,2806,30,93.53333333,0,50008090,3C数码配件,105,440000,广东省,440300,深圳市,440303,罗湖区,101591,深圳市区,1,2004,7.602900462,1364,7.218176838,1522.08,7.327833099,119,4.779123493,106,3,2,2,1,60,,2,2,1,40,40,8,2000,个体户,,个体户,,不是主要收入来源,男,已婚,36-40岁,大学本科,直辖市市区,非农业户口,87138882,\N,0,6,1钻
c00436,41385,0,0,20,30,30,0,1320,30,44,0,16,女装/女士精品,46,440000,广东省,440100,广州市,440111,白云区,100550,广州市区,1,4926,8.502282579,2140,7.668561108,2180.99,7.687534181,31,3.433987204,27,,2,,,,2,1,1,,12,12,,,受雇于企业,,受雇于企业（包括个体户）,,不是主要收入来源,女,未婚,18-22岁,大专,省会城市市区,不清楚,879862596,\N,0,3,3星级
c00437,40041,,0,0,30,0,0,420,30,14,0,25,玩具/模型/动漫/早教/益智,14,500000,重庆,500100,重庆市,500106,沙坪坝区,102320,重庆市区,2,53,3.970291914,39,3.663561646,440,6.086774727,1,0,1,,2,,,,2,2,2,,56,56,,2000,个体户,,个体户,,是主要收入来源,男,未婚,23-25岁,高中/中专/职高,直辖市市区,非农业户口,281610049,\N,0,1,1星级
c00438,40181,,0,30,30,0,30,17615,30,587.1666667,0,1801,美容护肤/美体/精油,568,440000,广东省,440300,深圳市,440303,罗湖区,101591,深圳市区,1,3591,8.186185994,1921,7.560601163,29467.04,10.29102763,229,5.433722004,168,,2,,,,2,2,1,1,12,12,12,2000,无事可做（休息、待业）,,,失业,是唯一收入来源,男,已婚,36-40岁,大学本科,省会城市市区,非农业户口,359583533,1,0,11,1皇冠
c00439,41385,0,0,30,30,0,0,3673,30,122.4333333,0,16,女装/女士精品,132,330000,浙江省,330100,杭州市,330104,江干区,100650,杭州市区,2,3077,8.031710375,1655,7.411556288,1977.2,7.589436981,19,2.944438979,10,,2,,,,2,1,,1,80,,80,,受雇于企业,,受雇于企业（包括个体户）,,不是主要收入来源,女,已婚,36-40岁,大学本科,县城市区,非农业户口,1089713051,\N,0,4,4星级
c00440,40744,,0,30,30,30,0,17144,30,571.4666667,0,50004958,移动/联通/电信充值中心,572,440000,广东省,440100,广州市,440111,白云区,100550,广州市区,1,162,5.087596335,109,4.691347882,2399.96,7.78320735,45,3.80666249,39,,2,,,,2,1,1,2,60,48,10,3000,受雇于企业,,受雇于企业（包括个体户）,,不是主要收入来源,女,未婚,23-25岁,大专,直辖市市区,非农业户口,391379974,1,0,5,5星级
c00441,40259,,0,30,30,30,0,4570,30,152.3333333,0,50022517,孕妇装/孕产妇用品/营养,150,440000,广东省,440500,汕头市,440514,潮南区,101533,汕头市区,2,2229,7.709308333,1346,7.20489251,3665.92,8.206834606,57,4.043051268,48,,3,,,,3,1,2,,84,72,,2000,受雇于企业（包括个体户）,,只经营网店，没有其他工作,,是唯一收入来源,男,未婚,23-25岁,初中或以下,县城市区,农业户口,378863099,1,0,6,1钻
c00442,41385,0,0,30,30,26,26,682,30,22.73333333,0,16,女装/女士精品,41,440000,广东省,440100,广州市,440105,海珠区,100550,广州市区,1,1908,7.553810852,770,6.646390515,348,5.85220248,4,1.386294361,3,,1,,,,1,,,,,,,,个体户,,只经营网店，没有其他工作,,是唯一收入来源,男,已婚,31-35岁,初中或以下,省会城市市区,农业户口,100331527,\N,0,4,4星级
c00443,38776,,0,30,30,0,30,19496,30,649.8666667,0,25,玩具/模型/动漫/早教/益智,653,330000,浙江省,330500,湖州市,330502,吴兴区,100767,湖州市区,3,27189,10.21056776,8026,8.990441551,143264.56,11.87244827,417,6.033086222,254,,6,,,,6,3,2,1,12,8,8,2000,受雇于企业（包括个体户）,,只经营网店，没有其他工作,,是主要收入来源,女,已婚,26-30岁,大学本科,地级市/县级市市区,非农业户口,14252638,3,1,11,1皇冠
c00444,39599,,0,30,30,0,30,1145,30,38.16666667,0,50025110,电影/演出/体育赛事,33,340000,安徽省,340400,淮南市,340403,田家庵区,100790,淮南市区,4,47110,10.76024057,23799,10.07739884,758268,13.53879216,880,6.779921907,795,2,1,1,1,50,,2,1,1,12,12,5,2300,无事可做（休息、待业）,,只经营网店，没有其他工作,,是唯一收入来源,女,已婚,26-30岁,高中/中专/职高,地级市/县级市市区,非农业户口,103823106,3,0,9,4钻
c00445,41385,0,0,30,30,30,0,1953,30,65.1,0,16,女装/女士精品,77,440000,广东省,440100,广州市,440106,天河区,100550,广州市区,1,7022,8.856803357,5709,8.649799156,2855.6,7.957037258,34,3.526360525,30,,2,,,,2,1,,1,15,,10,,受雇于企业,,只经营网店，没有其他工作,,是唯一收入来源,男,未婚,23-25岁,高中/中专/职高,郊区,非农业户口,51353590,1,1,3,3星级
c00446,41385,0,0,0,0,0,0,1418,30,47.26666667,0,30,男装,47,320000,江苏省,320200,无锡市,320205,锡山区,101826,无锡市区,2,248,5.513428746,113,4.727387819,205,5.323009979,4,1.386294361,2,,2,,,,2,2,,,20,,,,在政府部门或事业单位工作,,在政府部门或事业单位工作,,不是主要收入来源,男,已婚,26-30岁,大学本科,地级市/县级市市区,非农业户口,386154656,\N,0,3,3星级
c00447,41373,0,0,30,30,0,0,648,30,21.6,0,50008090,3C数码配件,22,440000,广东省,440100,广州市,440113,番禺区,100550,广州市区,1,149,5.003946306,111,4.709530201,13,2.564949357,4,1.386294361,1,,1,,,,1,1,,,,,,,在政府部门或事业单位工作,,在政府部门或事业单位工作,,不是主要收入来源,男,未婚,18-22岁,高中/中专/职高,地级市/县级市市区,农业户口,351302958,\N,0,2,2星级
c00448,41385,0,0,30,30,30,30,1019,30,33.96666667,0,50006843,女鞋,35,440000,广东省,440100,广州市,440111,白云区,100550,广州市区,1,8582,9.057422266,5433,8.600246747,13032.1,9.475170824,135,4.905274778,131,,1,,,,1,1,,,,,,,受雇于企业（包括个体户）,,只经营网店，没有其他工作,,是唯一收入来源,男,已婚,26-30岁,高中/中专/职高,省会城市市区,农业户口,1043172821,\N,0,5,5星级
c00449,41370,0,0,30,0,0,0,3350,30,111.6666667,0,50008090,3C数码配件,114,440000,广东省,441900,东莞市,441900,东莞市,100426,东莞市区,2,486,6.186208624,274,5.613128106,12990,9.47193511,25,3.218875825,21,,2,,,,2,2,1,1,8,8,3,2000,受雇于企业,,个体户,,是主要收入来源,女,已婚,31-35岁,大专,省会城市市区,非农业户口,1650462038,\N,0,3,3星级
c00450,40541,,0,30,30,7,6,4689,30,156.3,0,50010728,运动/瑜伽/健身/球迷用品,198,350000,福建省,350500,泉州市,350581,石狮市,101476,石狮市,5,2846,7.953669779,1815,7.503840747,8289.08,9.022694265,242,5.488937726,163,,2,,,,2,2,1,1,8,8,8,,上学,,只经营网店，没有其他工作,,是唯一收入来源,男,未婚,18-22岁,高中/中专/职高,县城市区,农业户口,326525112,1,0,5,5星级
c00451,41154,,0,30,30,0,0,8830,30,294.3333333,0,50013886,户外/登山/野营/旅行用品,308,340000,安徽省,341200,阜阳市,341202,颍州区,100481,阜阳市区,4,92412,11.43401212,38731,10.56439559,246436.48,12.41485955,3374,8.123854263,1404,3,3,3,3,100,,3,3,,12,12,,5000,上学,,只经营网店，没有其他工作,,是唯一收入来源,男,未婚,23-25岁,大专,县城市区,非农业户口,1033185658,1,1,11,1皇冠
c00452,41385,0,0,30,0,30,29,1829,30,60.96666667,0,16,女装/女士精品,73,440000,广东省,445200,揭阳市,445281,普宁市,100890,普宁市,5,35176,10.46811931,18836,9.843525211,41284.56,10.62824386,684,6.527957918,515,2,2,2,2,50,,2,2,,60,60,,,受雇于企业（包括个体户）,,只经营网店，没有其他工作,,是唯一收入来源,男,已婚,26-30岁,初中或以下,农村,农业户口,1670167126,1,0,8,3钻
c00453,40947,,0,30,30,30,30,1817,30,60.56666667,0,50008165,童装/童鞋/亲子装,61,330000,浙江省,330100,杭州市,330109,萧山区,100650,杭州市区,2,11221,9.325542302,6731,8.814479,19517.25,9.879053969,413,6.023447593,306,,3,,,,3,3,,,,,,,受雇于企业（包括个体户）,,受雇于企业（包括个体户）,,不是主要收入来源,男,已婚,31-35岁,初中或以下,郊区,农业户口,357555356,3,3,8,3钻
c00454,41349,,0,30,30,30,30,1101,30,36.7,0,50013886,户外/登山/野营/旅行用品,38,440000,广东省,440100,广州市,440103,荔湾区,100550,广州市区,1,6318,8.751157981,2477,7.814803429,27826.17,10.23373222,216,5.375278408,146,4,3,3,2,70,,4,2,2,84,84,84,2200,个体户,,只经营网店，没有其他工作,,是唯一收入来源,男,已婚,31-35岁,高中/中专/职高,省会城市市区,农业户口,1115086009,\N,0,6,1钻
c00455,39096,,0,30,0,0,0,1339,30,44.63333333,0,50025707,景点门票/度假线路/旅游服务,55,130000,河北省,130300,秦皇岛市,130302,海港区,101430,秦皇岛市区,3,1335,7.196686571,734,6.598509029,6970.38,8.849425022,51,3.931825633,29,,3,,,,3,1,,2,,,,,受雇于企业（包括个体户）,,打理自己的实体店或工厂,,不是主要收入来源,女,已婚,31-35岁,大学本科,地级市/县级市市区,农业户口,52664686,4,3,7,2钻
c00456,38940,,0,30,0,0,30,41022,30,1367.4,0,40,腾讯QQ专区,1373,110000,北京,110100,北京市,110101,东城区,100180,北京市区,1,9305,9.138307169,5394,8.593042504,473772.96,13.0684835,6746,8.816705016,5308,,1,,,,1,1,,,,,,,无事可做（休息、待业）,,只经营网店，没有其他工作,,是唯一收入来源,男,已婚,36-40岁,高中/中专/职高,地级市/县级市市区,非农业户口,22666055,2,0,15,5皇冠
c00457,41091,,0,30,30,30,0,1041,30,34.7,0,50008165,童装/童鞋/亲子装,37,340000,安徽省,340200,芜湖市,340202,镜湖区,101830,芜湖市区,3,505,6.224558429,350,5.857933154,122,4.804021045,4,1.386294361,2,,2,,,,2,1,,1,10,,3,,受雇于企业（包括个体户）,,打理自己的实体店或工厂,,不是主要收入来源,男,已婚,41-50岁,高中/中专/职高,地级市/县级市市区,非农业户口,919001547,\N,0,4,4星级
c00458,39505,,0,30,4,30,30,14264,30,475.4666667,0,50012100,生活电器,458,310000,上海,310100,上海市,310116,金山区,101554,上海市区,1,6836,8.829958044,3101,8.039479919,21247.93,9.964014758,60,4.094344562,39,2,2,2,,100,,2,,,70,,,,无事可做（休息、待业）,,只经营网店，没有其他工作,,是唯一收入来源,女,已婚,31-35岁,高中/中专/职高,地级市/县级市市区,农业户口,78860938,\N,0,9,4钻
c00459,41384,0,0,30,0,30,0,880,30,29.33333333,0,50006842,箱包皮具/热销女包/男包,32,330000,浙江省,330300,温州市,330304,瓯海区,101798,温州市区,2,598,6.393590754,396,5.981414211,4513.41,8.414808244,48,3.871201011,20,,1,,,,1,1,,,16,,,,务农,,务农,,不是主要收入来源,男,未婚,18-22岁,初中或以下,郊区,农业户口,1647761540,\N,0,3,3星级
c00460,41384,0,0,30,30,30,0,7138,30,237.9333333,0,50006843,女鞋,237,510000,四川省,510100,成都市,510114,新都区,100282,成都市区,2,3025,8.01466637,1335,7.196686571,1320,7.185387016,14,2.63905733,13,,1,,,,1,1,1,,12,12,,,受雇于企业（包括个体户）,,受雇于企业（包括个体户）,,不是主要收入来源,男,未婚,26-30岁,高中/中专/职高,省会城市市区,农业户口,18405223,\N,0,3,3星级
c00461,41384,0,0,30,30,30,12,1401,30,46.7,0,50006843,女鞋,74,440000,广东省,441900,东莞市,441900,东莞市,100426,东莞市区,2,3990,8.29154651,2093,7.646353722,4031.55,8.301906196,37,3.610917913,31,,3,,,,3,3,,,95,,,,在淘宝（天猫）其他网店工作,,只经营网店，没有其他工作,,是唯一收入来源,男,未婚,23-25岁,高中/中专/职高,地级市/县级市市区,农业户口,748049944,2,1,3,3星级
c00462,41384,0,0,0,30,0,0,2616,30,87.2,0,16,女装/女士精品,86,500000,重庆,500100,重庆市,500112,渝北区,102320,重庆市区,2,172,5.147494477,39,3.663561646,0,#NUM!,0,#NUM!,0,,1,,,,1,1,,,12,,,,在淘宝（天猫）其他网店工作,,受雇于企业（包括个体户）,,不是主要收入来源,女,未婚,23-25岁,大专,省会城市市区,非农业户口,324004925,1,0,1,1星级
c00463,41384,0,0,30,30,30,0,1133,30,37.76666667,0,50006843,女鞋,48,510000,四川省,510100,成都市,510107,武侯区,100282,成都市区,2,3050,8.02289687,2143,7.669961995,1241,7.123672785,51,3.931825633,23,,2,,,,2,2,,1,,,,,受雇于企业（包括个体户）,,只经营网店，没有其他工作,,是唯一收入来源,男,未婚,23-25岁,大专,省会城市市区,非农业户口,352589834,1,1,3,3星级
c00464,41383,0,0,30,30,0,0,2966,30,98.86666667,0,16,女装/女士精品,100,440000,广东省,445200,揭阳市,445281,普宁市,100890,普宁市,5,1459,7.285506549,1174,7.068172,925.9,6.830766237,17,2.833213344,15,,2,,,,2,2,,1,63,,,,无事可做（休息、待业）,,只经营网店，没有其他工作,,不是主要收入来源,女,已婚,23-25岁,大专,地级市/县级市市区,非农业户口,67015984,\N,0,3,3星级
c00465,41348,,0,30,0,30,30,802,30,26.73333333,0,25,玩具/模型/动漫/早教/益智,31,440000,广东省,440300,深圳市,440306,宝安区,101591,深圳市区,1,24631,10.11176109,16438,9.707351007,55437.74,10.92301587,762,6.635946556,460,7,5,5,2,90,,1,6,,84,48,,3000,受雇于企业,,只经营网店，没有其他工作,,是唯一收入来源,男,已婚,26-30岁,大学本科,直辖市市区,农转非户口,1622958813,4,3,9,4钻
c00466,40248,,0,0,0,0,0,455,30,15.16666667,0,50013886,户外/登山/野营/旅行用品,14,330000,浙江省,330700,金华市,330702,婺城区,100894,金华市区,3,174,5.159055299,127,4.844187086,105,4.65396035,2,0.693147181,2,,2,,,,2,2,1,,12,10,,3000,个体户,,个体户,,不是主要收入来源,男,已婚,36-40岁,高中/中专/职高,地级市/县级市市区,农转非户口,377320240,\N,0,6,1钻
c00467,41384,,0,0,30,30,0,355,30,11.83333333,0,50002766,零食/坚果/特产,11,330000,浙江省,330100,杭州市,330183,富阳市,100649,富阳市,5,1795,7.492760301,893,6.794586581,1107.2,7.009589585,53,3.970291914,45,3,2,2,2,90,,1,2,2,10,10,3,2000,受雇于企业,,只经营网店，没有其他工作,,不是主要收入来源,男,已婚,31-35岁,大专,地级市/县级市市区,农业户口,193403075,\N,0,4,4星级
c00468,41383,0,0,30,30,0,0,4849,30,161.6333333,0,30,男装,171,330000,浙江省,330100,杭州市,330104,江干区,100650,杭州市区,2,942,6.848005275,407,6.008813185,1309.81,7.177637368,16,2.772588722,14,,1,,,,1,1,,,100,,,,全职主妇,,只经营网店，没有其他工作,,不是主要收入来源,女,已婚,26-30岁,高中/中专/职高,地级市/县级市市区,非农业户口,158778255,\N,0,3,3星级
c00469,41378,,0,30,0,30,13,1387,30,46.23333333,0,25,玩具/模型/动漫/早教/益智,61,440000,广东省,440300,深圳市,440306,宝安区,101591,深圳市区,1,10201,9.230241034,6560,8.788745882,15843.42,9.670509551,170,5.135798437,87,,2,,,,2,2,,1,100,,100,,受雇于企业（包括个体户）,,只经营网店，没有其他工作,,不是主要收入来源,女,已婚,31-35岁,大专,省会城市市区,非农业户口,1657087197,\N,0,7,2钻
c00470,41383,0,0,30,30,0,0,540,30,18,0,1625,女士内衣/男士内衣/家居服,18,370000,山东省,370600,烟台市,370681,龙口市,102024,龙口市,5,102,4.624972813,67,4.204692619,0,#NUM!,0,#NUM!,0,,1,,,,1,1,,,84,,,,个体户,,只经营网店，没有其他工作,,是主要收入来源,男,已婚,26-30岁,高中/中专/职高,县城市区,农业户口,300964588,\N,0,2,2星级
c00471,40020,,0,30,30,30,0,17242,30,574.7333333,0,50007216,鲜花速递/花卉仿真/绿植园艺,610,320000,江苏省,320500,苏州市,320582,张家港市,101651,张家港市,5,16397,9.70485367,6716,8.812248018,2215.8,7.703368791,15,2.708050201,15,6,2,2,4,98,,1,3,2,12,8,3,3000,个体户,,打理自己的实体店或工厂,,不是主要收入来源,男,已婚,23-25岁,高中/中专/职高,地级市/县级市市区,农业户口,251312543,\N,0,7,2钻
c00472,40792,,0,30,30,0,0,4295,30,143.1666667,0,50018004,电子词典/电纸书/文化用品,136,320000,江苏省,320500,苏州市,320581,常熟市,101646,常熟市,5,352,5.863631176,260,5.560681631,99.08,4.595927605,9,2.197224577,4,,2,,,,2,2,,1,8,,8,,,单位,,上班,是主要收入来源,女,未婚,26-30岁,大专,地级市/县级市市区,农业户口,746704535,1,0,6,1钻
c00473,40228,,0,30,30,30,30,16598,30,553.2666667,0,1801,美容护肤/美体/精油,573,140000,山西省,140100,太原市,140105,小店区,101693,太原市区,3,18599,9.830863095,9786,9.188708072,21920.56,9.995180288,375,5.926926026,242,1,1,1,1,80,,1,,,100,,,,个体户,,打理自己的实体店或工厂,,是主要收入来源,女,已婚,26-30岁,初中或以下,农村,农业户口,371090426,30,3,10,5钻
c00474,41383,0,0,0,30,0,0,1043,30,34.76666667,0,50010404,服饰配件/皮带/帽子/围巾,35,330000,浙江省,331000,台州市,331023,天台县,101686,天台县,6,22,3.091042453,14,2.63905733,0,#NUM!,0,#NUM!,0,,1,,,,1,1,,,12,,,,个体户,,个体户,,不是主要收入来源,男,已婚,26-30岁,初中或以下,农村,农业户口,272774107,\N,0,1,1星级
c00475,41331,,0,30,30,30,30,726,30,24.2,0,50008165,童装/童鞋/亲子装,27,440000,广东省,441900,东莞市,441900,东莞市,100426,东莞市区,2,27822,10.23358235,15856,9.671303257,38552.71,10.55978167,3306,8.103494278,1808,4,3,3,0,90,,2,2,1,80,80,80,2800,企业主（自有注册公司）,,打理自己的实体店或工厂,,是主要收入来源,男,未婚,18-22岁,高中/中专/职高,农村,农业户口,897616706,2,2,9,4钻
c00476,41383,0,0,30,0,0,0,900,30,30,0,16,女装/女士精品,30,420000,湖北省,420100,武汉市,420105,汉阳区,101843,武汉市区,2,26,3.258096538,20,2.995732274,0,#NUM!,0,#NUM!,0,,1,,,,1,1,,,3,,,,受雇于企业,,受雇于企业（包括个体户）,,不是主要收入来源,女,已婚,26-30岁,大专,直辖市市区,非农业户口,124667756,\N,0,1,1星级
c00477,41383,0,0,30,30,0,0,1880,30,62.66666667,0,16,女装/女士精品,87,420000,湖北省,420100,武汉市,420104,硚口区,101843,武汉市区,2,8151,9.005895898,6349,8.756052599,5937,8.688959234,82,4.406719247,62,,1,,,,1,1,,1,,,,,受雇于企业（包括个体户）,,受雇于企业（包括个体户）,,不是主要收入来源,女,未婚,26-30岁,大专,地级市/县级市市区,农业户口,123608264,1,0,5,5星级
c00478,40728,,0,30,30,0,0,8958,30,298.6,0,26,汽车/用品/配件/改装,304,440000,广东省,440100,广州市,440104,越秀区,100550,广州市区,1,28502,10.25772954,12094,9.400464741,214410.88,12.27564945,386,5.955837369,204,,11,,,,11,1,10,2,12,8,3,2500,个体户,,打理自己的实体店或工厂,,不是主要收入来源,男,已婚,36-40岁,大学本科,省会城市市区,非农业户口,652627783,1,0,9,4钻
c00479,41369,0,0,30,0,30,30,1044,30,34.8,0,50008090,3C数码配件,37,430000,湖南省,430100,长沙市,430104,岳麓区,102251,长沙市区,2,41820,10.64112997,22176,10.0067659,10350.49,9.244789141,533,6.278521424,406,,3,,,,3,3,,,90,,,,受雇于企业,,只经营网店，没有其他工作,,是唯一收入来源,男,未婚,23-25岁,大专,省会城市市区,不清楚,1634468962,2,2,8,3钻
c00480,41144,,0,30,30,0,30,2409,30,80.3,0,25,玩具/模型/动漫/早教/益智,81,110000,北京,110100,北京市,110105,朝阳区,100180,北京市区,1,408,6.011267174,195,5.272999559,957.6,6.864430154,11,2.397895273,10,,3,,,,3,1,,1,56,,20,,在淘宝（天猫）其他网店工作,,务农,,不是主要收入来源,男,已婚,23-25岁,初中或以下,直辖市市区,农业户口,827135486,\N,0,3,3星级
c00481,41363,0,0,30,30,11,30,292,30,9.733333333,0,50008090,3C数码配件,12,440000,广东省,440300,深圳市,440304,福田区,101591,深圳市区,1,5336,8.582231588,2306,7.743269701,8386.6,9.034390473,74,4.304065093,57,,1,,,,1,1,1,1,24,24,24,,无事可做（休息、待业）,,只经营网店，没有其他工作,,是唯一收入来源,男,未婚,23-25岁,高中/中专/职高,直辖市市区,非农业户口,1096268375,\N,0,6,1钻
c00482,41382,0,0,30,0,0,0,8044,30,268.1333333,0,50006842,箱包皮具/热销女包/男包,165,440000,广东省,440300,深圳市,440307,龙岗区,101591,深圳市区,1,1221,7.107425474,415,6.02827852,810.57,6.697737704,12,2.48490665,10,,1,,,,1,1,,,70,,,,个体户,,个体户,,不是主要收入来源,女,已婚,41-50岁,高中/中专/职高,县城市区,非农业户口,1650443389,\N,0,3,3星级
