C店代码,开店时间,,当月B店铺天数,当月有消保天数,当月有旺铺天数,当月有淘客天数,当月有P4P天数,当月在线商品数之和,当月有记录天数,J/K近似平均商品,当月最后一天店铺状态,主营类目ID,主营类目名称,当月最后一天在线商品数,省份ID,省份名称,城市ID,城市名称,区县ID,区县名称,行政辖区ID,行政辖区,城市等级,ipv_pv,Ln(pv),ipv_uv,Ln(uv),sales,Ln(交易额),笔数,Ln(笔数),买家数,全部网店人员,合并-主营,主营店人员,共用人员,主营店营业额,主营店人员数,店主/合伙人人数,雇佣员工人数,帮工人数,店主/合伙人_工作时间,雇佣员工工作时长,帮工工作时长,平均月工资,开店之前的工作,其他,职业状态,职业状态_其他,是否最主要收入来源,性别,婚姻状况,年龄,学历,最常所在地,户口,旺旺uid,旺旺子账号数量,当月有登陆旺旺子账号数量,卖家星级ID,卖家星级名称
c00483,41081,,0,30,0,30,30,11492,30,383.0666667,0,50013886,户外/登山/野营/旅行用品,384,330000,浙江省,330700,金华市,330702,婺城区,100894,金华市区,3,10685,9.276596168,6848,8.831711918,22709.72,10.03054831,244,5.497168225,143,,2,,,,2,1,,1,56,,14,,受雇于企业,,,贝塔激素高敏症，无法外出工作,是唯一收入来源,男,已婚,31-35岁,大学本科,地级市/县级市市区,非农业户口,911609957,\N,0,8,3钻
c00484,41337,,0,30,0,30,30,4067,30,135.5666667,0,50014811,网店/网络服务/软件,11,330000,浙江省,330100,杭州市,330102,上城区,100650,杭州市区,2,18727,9.837721612,10780,9.285447844,59144.1,10.98773212,4096,8.317766167,3770,,12,,,,12,1,20,2,8,12,12,3300,在政府部门或事业单位工作,,只经营网店，没有其他工作,,是唯一收入来源,男,未婚,18-22岁,高中/中专/职高,直辖市市区,农业户口,1599540412,4,4,11,1皇冠
c00485,40656,,0,30,30,0,0,1457,30,48.56666667,0,50004958,移动/联通/电信充值中心,35,320000,江苏省,320500,苏州市,320502,沧浪区,101648,苏州市区,2,163,5.093750201,99,4.59511985,277.8,5.62690143,4,1.386294361,3,,2,,,,2,1,1,1,40,,,,受雇于企业（包括个体户）,,受雇于企业（包括个体户）,,不是主要收入来源,男,未婚,26-30岁,大专,地级市/县级市市区,农业户口,692638738,\N,0,6,1钻
c00486,39431,,0,30,8,30,30,4249,30,141.6333333,0,50010788,彩妆/香水/美妆工具,91,310000,上海,310100,上海市,310113,宝山区,101554,上海市区,1,3190,8.067776196,2119,7.658699558,5312.93,8.577898751,130,4.86753445,69,,2,,,,2,1,,1,16,,16,,受雇于企业,,只经营网店，没有其他工作,,是唯一收入来源,男,已婚,26-30岁,大专,地级市/县级市市区,非农业户口,80112289,5,1,12,2皇冠
c00487,41382,0,0,0,30,0,0,4360,30,145.3333333,0,30,男装,134,440000,广东省,441300,惠州市,441303,惠阳区,100816,惠州市区,3,157,5.056245805,59,4.077537444,56,4.025351691,1,0,1,,1,,,,1,1,,,30,,,,个体户,,个体户,,不是主要收入来源,男,未婚,23-25岁,高中/中专/职高,地级市/县级市市区,非农业户口,156518719,\N,0,1,1星级
c00488,38773,,0,30,30,30,0,1257,30,41.9,0,21,居家日用/婚庆/创意礼品,42,330000,浙江省,330700,金华市,330782,义乌市,100899,义乌市,5,923,6.827629235,263,5.572154032,2364.71,7.768410672,162,5.087596335,54,,10,,,,10,1,2,3,8,10,12,1800,企业主（自有注册公司）,,打理自己的实体店或工厂,,不是主要收入来源,男,未婚,23-25岁,高中/中专/职高,地级市/县级市市区,农业户口,33560681,1,1,7,2钻
c00489,39996,,0,30,30,30,30,830,30,27.66666667,0,1801,美容护肤/美体/精油,27,340000,安徽省,340800,安庆市,340802,迎江区,100056,安庆市区,4,36973,10.5179432,20911,9.948030615,129501.44,11.77144728,3082,8.033334016,1355,5,3,3,4,50,,1,4,1,110,112,20,5000,在政府部门或事业单位工作,,只经营网店，没有其他工作,,是主要收入来源,男,已婚,31-35岁,大学本科,地级市/县级市市区,农业户口,269184691,12,2,15,5皇冠
c00490,41382,0,0,30,30,0,0,2574,30,85.8,0,16,女装/女士精品,89,330000,浙江省,330300,温州市,330381,瑞安市,101796,瑞安市,5,4491,8.409830673,2746,7.917900586,4248,8.354203563,33,3.496507561,22,,1,,,,1,1,,1,,,,,受雇于企业,,受雇于企业（包括个体户）,,不是主要收入来源,女,已婚,26-30岁,大专,地级市/县级市市区,农业户口,354805855,\N,0,3,3星级
c00491,41362,0,0,30,0,30,29,4146,30,138.2,0,50008090,3C数码配件,139,420000,湖北省,420100,武汉市,420102,江岸区,101843,武汉市区,2,5274,8.570544367,3303,8.102586425,10649.95,9.273310476,301,5.707110265,244,,2,,,,2,1,,1,14,,2,,受雇于企业（包括个体户）,,只经营网店，没有其他工作,,是唯一收入来源,男,已婚,31-35岁,高中/中专/职高,省会城市市区,农业户口,1647575289,1,0,7,2钻
c00492,41382,0,0,0,30,0,0,1542,30,51.4,0,16,女装/女士精品,52,440000,广东省,440100,广州市,440111,白云区,100550,广州市区,1,134,4.8978398,75,4.317488114,0,#NUM!,0,#NUM!,0,,1,,,,1,1,,,,,,,上学,,上学,,不是主要收入来源,女,未婚,18-22岁,大专,地级市/县级市市区,农业户口,1051624792,\N,0,0,信用得分<=3
c00493,40689,,0,30,30,0,0,1078,30,35.93333333,0,50026800,保健品/膳食营养补充剂,36,440000,广东省,440300,深圳市,440303,罗湖区,101591,深圳市区,1,351,5.860786223,248,5.513428746,13398,9.502860721,16,2.772588722,10,,2,,,,2,2,2,2,8,8,8,2000,全职主妇,,只经营网店，没有其他工作,,是唯一收入来源,女,已婚,31-35岁,大学本科,省会城市市区,非农业户口,700225213,\N,0,6,1钻
c00494,41382,0,0,30,0,30,0,1252,30,41.73333333,0,16,女装/女士精品,41,440000,广东省,440300,深圳市,440306,宝安区,101591,深圳市区,1,787,6.668228248,567,6.340359304,239,5.476463552,7,1.945910149,5,,1,,,,1,1,,,,,,,受雇于企业（包括个体户）,,受雇于企业（包括个体户）,,不是主要收入来源,男,未婚,23-25岁,大学本科,地级市/县级市市区,农业户口,1666591490,\N,0,4,4星级
c00495,39754,,0,30,30,30,30,3352,30,111.7333333,0,1801,美容护肤/美体/精油,113,330000,浙江省,331000,台州市,331002,椒江区,101685,台州市区,3,255291,12.45015935,160024,11.98307908,807880.45,13.60216937,18689,9.835690394,11374,,12,,,,12,1,9,2,16,10,5,3000,上学,,只经营网店，没有其他工作,,是主要收入来源,男,已婚,26-30岁,大学本科,直辖市市区,农转非户口,141735416,14,6,16,1红冠
c00496,40716,,0,30,30,30,30,2715,30,90.5,0,50016349,厨房/餐饮用具,92,110000,北京,110100,北京市,110105,朝阳区,100180,北京市区,1,4623,8.438799124,2935,7.984462732,6856.72,8.832984472,128,4.852030264,82,,2,,,,2,1,2,2,12,12,12,,无事可做（休息、待业）,,只经营网店，没有其他工作,,是唯一收入来源,男,已婚,23-25岁,初中或以下,直辖市市区,农业户口,722022093,2,0,8,3钻
c00497,40145,,0,30,30,0,0,5724,30,190.8,0,21,居家日用/婚庆/创意礼品,188,320000,江苏省,320300,徐州市,320303,云龙区,101999,徐州市区,3,16019,9.681530797,7565,8.931287626,58216.23,10.97191946,818,6.706862337,503,,2,,,,2,2,0,,12,0,,0,个体户,,个体户,,不是主要收入来源,女,已婚,31-35岁,初中或以下,直辖市市区,农业户口,346709642,\N,0,11,1皇冠
c00498,39723,,0,0,30,0,0,5041,30,168.0333333,0,50013864,饰品/流行首饰/时尚饰品新,171,320000,江苏省,320700,连云港市,320722,东海县,101044,东海县,6,164,5.099866428,75,4.317488114,279,5.631211782,3,1.098612289,3,,3,,,,3,1,,2,,,,,在政府部门或事业单位工作,,在政府部门或事业单位工作,,不是主要收入来源,女,未婚,23-25岁,大学本科,县城市区,非农业户口,120588124,2,1,3,3星级
c00499,40346,,0,30,0,0,0,6390,30,213,0,50008163,床上用品/布艺软饰,210,210000,辽宁省,210200,大连市,210211,甘井子区,100362,大连市区,2,7122,8.870943864,1963,7.582229194,8278.58,9.021426735,154,5.036952602,40,3,2,2,1,100,,1,2,,14,8,,2000,上学,,只经营网店，没有其他工作,,是唯一收入来源,男,已婚,26-30岁,大学本科,省会城市市区,农业户口,96218453,\N,0,10,5钻
c00500,40678,,0,30,30,0,30,8015,30,267.1666667,0,50008165,童装/童鞋/亲子装,269,330000,浙江省,330100,杭州市,330186,其它区,100650,杭州市区,2,28423,10.25495396,14720,9.596962392,62690.07,11.04595834,5052,8.527539483,1193,,1,,,,1,1,,,15,,,3000,受雇于企业（包括个体户）,,只经营网店，没有其他工作,,是主要收入来源,女,已婚,31-35岁,高中/中专/职高,省会城市市区,农业户口,703085954,2,1,11,1皇冠
c00501,40679,,0,30,29,24,0,3333,30,111.1,0,21,居家日用/婚庆/创意礼品,46,510000,四川省,510100,成都市,510105,青羊区,100282,成都市区,2,1147,7.044905117,511,6.23636959,2587.96,7.8586252,33,3.496507561,22,,2,,,,2,1,,1,10,,,,受雇于企业,,受雇于企业（包括个体户）,,不是主要收入来源,男,已婚,26-30岁,大学本科,省会城市市区,非农业户口,385292692,\N,0,7,2钻
c00502,41382,0,0,30,0,17,0,2151,30,71.7,0,16,女装/女士精品,97,440000,广东省,441300,惠州市,441302,惠城区,100816,惠州市区,3,1047,6.953684211,205,5.323009979,508.4,6.231268539,7,1.945910149,6,,3,,,,3,1,2,,,,,,个体户,,个体户,,是唯一收入来源,女,已婚,31-35岁,高中/中专/职高,郊区,农业户口,1633177371,2,0,1,1星级
c00503,41382,0,0,30,30,0,0,2490,30,83,0,16,女装/女士精品,97,450000,广西壮族自治区,450300,桂林市,450304,象山区,100562,桂林市区,3,461,6.133398043,274,5.613128106,2323,7.750614733,15,2.708050201,9,,1,,,,1,11,,1,12,,12,,个体户,,打理自己的实体店或工厂,,不是主要收入来源,女,未婚,26-30岁,大专,地级市/县级市市区,非农业户口,365898313,\N,0,3,3星级
c00504,40647,,0,30,30,30,30,2963,30,98.76666667,0,28,ZIPPO/瑞士军刀/眼镜,96,330000,浙江省,331000,台州市,331082,临海市,101683,临海市,5,2055,7.628031127,1128,7.028201432,13009.9,9.473465885,83,4.418840608,48,,2,,,,2,2,,,8,,,,受雇于企业（包括个体户）,,只经营网店，没有其他工作,,是主要收入来源,女,已婚,26-30岁,高中/中专/职高,县城市区,农业户口,691066739,\N,0,10,5钻
c00505,41381,0,0,30,30,0,0,5166,30,172.2,0,16,女装/女士精品,162,440000,广东省,440300,深圳市,440305,南山区,101591,深圳市区,1,93,4.532599493,56,4.025351691,0,#NUM!,0,#NUM!,0,,1,,,,1,1,,1,24,,,,受雇于企业,,受雇于企业（包括个体户）,,是唯一收入来源,男,未婚,18-22岁,高中/中专/职高,直辖市市区,非农业户口,806677398,1,0,1,1星级
c00506,39985,,0,30,30,30,30,14143,30,471.4333333,0,50008165,童装/童鞋/亲子装,467,320000,江苏省,321200,泰州市,321202,海陵区,101703,泰州市区,3,16754,9.726392315,10928,9.299083582,12266.75,9.414647629,499,6.212606096,215,,2,,,,2,1,1,,6,6,,2000,个体户,,只经营网店，没有其他工作,,是唯一收入来源,男,已婚,26-30岁,大学本科,地级市/县级市市区,农业户口,50127762,4,1,14,4皇冠
c00507,41381,0,0,0,30,0,0,2085,30,69.5,0,16,女装/女士精品,78,440000,广东省,440100,广州市,440106,天河区,100550,广州市区,1,234,5.455321115,83,4.418840608,1170,7.064759028,27,3.295836866,9,1,1,1,1,,,1,,,60,,,,无事可做（休息、待业）,,打理自己的实体店或工厂,,不是主要收入来源,女,未婚,23-25岁,大专,地级市/县级市市区,农业户口,355087024,\N,0,3,3星级
c00508,40958,,0,30,30,30,30,1060,30,35.33333333,0,14,数码相机/单反相机/摄像机,37,440000,广东省,440300,深圳市,440304,福田区,101591,深圳市区,1,75403,11.23060234,50578,10.83127198,1593810.4,14.28163819,558,6.324358962,512,11,6,6,2,70,,3,3,,60,60,,4000,在淘宝（天猫）其他网店工作,,只经营网店，没有其他工作,,是唯一收入来源,男,未婚,23-25岁,大专,省会城市市区,农业户口,825817089,7,6,10,5钻
c00509,39162,,0,30,3,30,30,1988,30,66.26666667,0,50008165,童装/童鞋/亲子装,67,140000,山西省,140600,朔州市,140625,其它区,101633,朔州市区,4,1160,7.056175284,706,6.559615237,1440,7.272398393,6,1.791759469,4,4,2,2,1,80,,12,6,4,40,40,15,3000,企业主（自有注册公司）,,打理自己的实体店或工厂,,是主要收入来源,女,已婚,41-50岁,大专,地级市/县级市市区,非农业户口,57129730,3,2,9,4钻
c00510,41381,0,0,0,30,0,0,3851,30,128.3666667,0,30,男装,179,320000,江苏省,320500,苏州市,320581,常熟市,101646,常熟市,5,837,6.72982407,119,4.779123493,1234.01,7.118024308,19,2.944438979,5,,1,,,,1,1,1,,,,,,企业主（自有注册公司）,,只经营网店，没有其他工作,,是唯一收入来源,男,未婚,23-25岁,高中/中专/职高,直辖市市区,农业户口,359880842,\N,0,3,3星级
c00511,41245,,0,30,30,30,30,8245,30,274.8333333,0,50008163,床上用品/布艺软饰,279,110000,北京,110100,北京市,110106,丰台区,100180,北京市区,1,914,6.817830571,534,6.280395839,6937.15,8.844646306,62,4.127134385,28,,3,,,,3,2,1,1,15,8,7,1200,在淘宝（天猫）其他网店工作,,只经营网店，没有其他工作,,是主要收入来源,女,未婚,26-30岁,高中/中专/职高,地级市/县级市市区,农业户口,1096602123,2,1,7,2钻
c00512,41381,0,0,11,30,0,0,2884,30,96.13333333,0,16,女装/女士精品,100,510000,四川省,510100,成都市,510104,锦江区,100282,成都市区,2,280,5.634789603,126,4.836281907,325,5.783825182,2,0.693147181,2,,2,,,,2,1,,1,50,,20,,受雇于企业,,受雇于企业（包括个体户）,,不是主要收入来源,女,已婚,36-40岁,大专,省会城市市区,非农业户口,139109952,2,0,1,1星级
c00513,40599,,0,30,30,0,0,632,30,21.06666667,0,50016348,清洁/卫浴/收纳/整理用具,58,340000,安徽省,340100,合肥市,340102,瑶海区,100656,合肥市区,3,391,5.96870756,108,4.682131227,116.1,4.754451889,7,1.945910149,4,,2,,,,2,2,1,1,8,8,8,,个体户,,打理自己的实体店或工厂,,不是主要收入来源,女,已婚,26-30岁,大专,县城市区,非农业户口,141473616,\N,0,3,3星级
c00514,40279,,0,30,30,30,30,5426,30,180.8666667,0,50020275,传统滋补营养品,182,640000,宁夏回族自治区,640100,银川市,640104,兴庆区,102123,银川市区,3,3859,8.258163362,1982,7.591861715,35153.82,10.46748857,339,5.826000107,194,,3,,,,3,1,1,1,12,9,9,2000,受雇于企业,,只经营网店，没有其他工作,,是主要收入来源,男,已婚,26-30岁,高中/中专/职高,省会城市市区,非农业户口,391545239,4,2,11,1皇冠
c00515,39608,,0,30,30,30,30,1251,30,41.7,0,50013886,户外/登山/野营/旅行用品,42,370000,山东省,370600,烟台市,370687,海阳市,102021,海阳市,5,4207,8.344505084,2445,7.801800402,8783.21,9.080597223,64,4.158883083,43,3,2,2,1,40,,1,1,1,9,8,6,1800,在政府部门或事业单位工作,,打理自己的实体店或工厂,,不是主要收入来源,男,已婚,26-30岁,大专,地级市/县级市市区,农转非户口,73556496,2,0,9,4钻
c00516,41446,,0,10,0,0,0,9,10,0.9,0,50025111,本地化生活服务,1,610000,陕西省,610100,西安市,610100,西安市,101851,西安市区,2,38,3.63758616,5,1.609437912,1.99,0.688134639,1,0,1,,3,,,,3,3,3,,60,,,,受雇于企业,,受雇于企业（包括个体户）,,不是主要收入来源,男,未婚,26-30岁,大学本科,省会城市市区,非农业户口,1727594940,\N,0,-1,信用得分=0
c00517,39196,,0,30,30,0,0,2520,30,84,0,50017300,乐器/吉他/钢琴/配件,84,530000,云南省,530900,临沧市,530921,凤庆县,101090,凤庆县,6,692,6.539585956,499,6.212606096,302,5.710427017,2,0.693147181,2,,3,,,,3,1,1,1,98,56,98,800,个体户,,打理自己的实体店或工厂,,不是主要收入来源,男,已婚,26-30岁,大学本科,县城市区,非农业户口,57590781,\N,0,5,5星级
c00518,41035,,0,30,30,30,30,1037,30,34.56666667,0,50008165,童装/童鞋/亲子装,34,330000,浙江省,330100,杭州市,330110,余杭区,100650,杭州市区,2,17670,9.779623565,11152,9.319374133,53632.69,10.88991405,773,6.650279049,698,3,3,3,3,80,,1,2,,14,10,,4000,受雇于企业,,只经营网店，没有其他工作,,是唯一收入来源,男,已婚,26-30岁,高中/中专/职高,省会城市市区,农业户口,470374704,5,3,10,5钻
c00519,40078,,0,30,19,0,30,2670,30,89,0,27,家装主材,89,310000,上海,310100,上海市,310112,闵行区,101554,上海市区,1,266,5.583496309,160,5.075173815,6800,8.824677891,3,1.098612289,2,,2,,,,2,2,0,0,60,0,0,0,受雇于企业,,受雇于企业（包括个体户）,,不是主要收入来源,女,已婚,31-35岁,大学本科,省会城市市区,非农业户口,291380478,\N,0,5,5星级
c00520,41075,,0,30,30,30,30,2119,30,70.63333333,0,50026316,茶/咖啡/冲饮,74,350000,福建省,350700,南平市,350782,武夷山市,101281,武夷山市,5,17875,9.791158368,9751,9.185125123,50841.75,10.83647315,1232,7.116394144,308,,3,,,,3,3,0,0,120,0,0,1500,当兵,,只经营网店，没有其他工作,,是唯一收入来源,男,未婚,26-30岁,大学本科,县城市区,农业户口,863022748,20,10,11,1皇冠
c00521,39772,,0,30,30,0,30,1350,30,45,0,11,电脑硬件/显示器/电脑周边,45,420000,湖北省,420100,武汉市,420106,武昌区,101843,武汉市区,2,815,6.703188113,477,6.167516491,15420,9.643420647,5,1.609437912,5,,2,,,,2,1,1,,10,2,,60,无事可做（休息、待业）,,个体户,,是唯一收入来源,男,已婚,36-40岁,高中/中专/职高,县城市区,农业户口,151834844,2,0,5,5星级
c00522,41381,0,0,30,0,0,0,420,30,14,0,16,女装/女士精品,14,210000,辽宁省,210200,大连市,210251,开发区,100362,大连市区,2,186,5.225746674,134,4.8978398,49.9,3.910021003,1,0,1,,1,,,,1,1,,,6,,,,全职主妇,,只经营网店，没有其他工作,,是主要收入来源,女,已婚,31-35岁,高中/中专/职高,地级市/县级市市区,农业户口,1027317184,2,0,2,2星级
c00523,41381,0,0,30,30,0,0,521,30,17.36666667,0,16,女装/女士精品,25,440000,广东省,440100,广州市,440111,白云区,100550,广州市区,1,309447,12.64254211,742,6.609349243,1206.41,7.095404286,27,3.295836866,18,,2,,,,2,1,,1,16,,16,,受雇于企业（包括个体户）,,个体户,,不是主要收入来源,男,未婚,23-25岁,高中/中专/职高,直辖市市区,非农业户口,354033635,\N,0,3,3星级
c00524,41381,0,0,0,0,0,0,90,30,3,0,16,女装/女士精品,3,410000,河南省,411600,周口市,411627,太康县,102330,太康县,6,3,1.098612289,3,1.098612289,249,5.517452896,2,0.693147181,2,,1,,,,1,1,,,4,,,,在政府部门或事业单位工作,,在政府部门或事业单位工作,,不是主要收入来源,男,未婚,18-22岁,大专,县城市区,非农业户口,127459151,\N,0,1,1星级
c00525,41381,0,0,30,0,30,0,7874,30,262.4666667,0,50006842,箱包皮具/热销女包/男包,282,430000,湖南省,431200,怀化市,431202,鹤城区,100772,怀化市区,4,1202,7.091742115,358,5.880532986,1086.99,6.991167687,16,2.772588722,12,,1,,,,1,1,,,12,,,,无事可做（休息、待业）,,只经营网店，没有其他工作,,不是主要收入来源,女,已婚,31-35岁,大专,地级市/县级市市区,非农业户口,267226104,\N,0,3,3星级
c00526,41380,0,0,23,30,0,0,12640,30,421.3333333,0,1625,女士内衣/男士内衣/家居服,503,330000,浙江省,330100,杭州市,330102,上城区,100650,杭州市区,2,91,4.510859507,54,3.988984047,354.2,5.869861725,8,2.079441542,6,,1,,,,1,1,,,56,,,,在政府部门或事业单位工作,,在政府部门或事业单位工作,,不是主要收入来源,女,未婚,26-30岁,硕士研究生或以上,省会城市市区,非农业户口,57807246,\N,0,2,2星级
c00527,41380,0,0,30,0,0,0,658,30,21.93333333,0,50011740,流行男鞋,22,320000,江苏省,321000,扬州市,321088,江都市,102062,江都市,5,194,5.267858159,76,4.33073334,195.08,5.273409731,1,0,1,,1,,,,1,1,,,90,,,,无事可做（休息、待业）,,只经营网店，没有其他工作,,是唯一收入来源,男,已婚,41-50岁,高中/中专/职高,地级市/县级市市区,农业户口,1654608864,\N,0,0,信用得分<=3
c00528,40891,,0,30,30,30,30,2705,30,90.16666667,0,50013886,户外/登山/野营/旅行用品,90,440000,广东省,440100,广州市,440111,白云区,100550,广州市区,1,44019,10.69237664,26017,10.16650545,157426.22,11.96671218,1954,7.577633833,1905,,4,,,,4,1,2,1,100,70,30,3000,受雇于企业（包括个体户）,,只经营网店，没有其他工作,,是唯一收入来源,男,未婚,26-30岁,高中/中专/职高,省会城市市区,非农业户口,807275784,1,0,11,1皇冠
