from,to,time
Pinnacle,多元印刷,2006
Och-Ziff,中电光伏,2006
Och-Ziff,华视传媒,2006
Och-Ziff,鸿星尔克,2006
NVP,智赢,2006
NVCC,易车网,2006
Miven,灵图,2006
Mingwin Technology,思念食品,2006
Mayfield,去哪儿,2006
Mayfield,明致无限,2006
Mayfield,联合网视,2006
Mayfield,晶能光电,2006
Mayfield,嘿友网,2006
Mayfield,嘿友网,2006
Mayfield,国微技术,2006
Mayfield,爱波网,2006
Lux Capital,亚申科技,2006
LB 投资公司（原 LGVI）,展讯,2006
LB 投资公司（原 LGVI）,方泰电子,2006
L K Ang,武夷医药,2006
KTB,展讯,2006
KTB,穗彩软件,2006
Japan Investment Fund,招商银行,2006
Indus Capital Partners,高德软件,2006
IDG资本,主流网,2006
IDG资本,中通服,2006
IDG资本,中博传媒,2006
IDG资本,赢思软件（小I）,2006
IDG资本,一茶一坐,2006
IDG资本,秀派电子,2006
IDG资本,新航道,2006
IDG资本,土豆网,2006
IDG资本,图为先(Mapbar),2006
IDG资本,天盛传媒,2006
IDG资本,数字鱼,2006
IDG资本,试用网,2006
IDG资本,三代动力,2006
IDG资本,润欣通信 （真宽通信）,2006
IDG资本,汽车简历（聚信传媒）,2006
IDG资本,奇虎360,2006
IDG资本,奇虎360,2006
IDG资本,奇虎360,2006
IDG资本,魔龙国际,2006
IDG资本,迈德医疗,2006
IDG资本,朗玛,2006
IDG资本,快乐米,2006
IDG资本,柯慧网络,2006
IDG资本,考拉网,2006
IDG资本,康辉医疗,2006
IDG资本,精品学习网,2006
IDG资本,晶晨半导体,2006
IDG资本,华康保险代理,2006
IDG资本,海蝶,2006
IDG资本,共业科技,2006
IDG资本,富年科技,2006
IDG资本,辐技威,2006
IDG资本,方泰电子,2006
IDG资本,二度车网,2006
IDG资本,东尚科技,2006
IDG资本,迪岸传媒,2006
IDG资本,当当网,2006
IDG资本,比特彗星,2006
IDG资本,暴风网际,2006
IDG资本,巴士在线,2006
IDG资本,YOKA时尚网,2006
IDG资本,3G门户网,2006
IDG资本,39健康网,2006
Hero Honour,工银国际,2006
HBM,凯赛生物工程,2006
GPC,和勤环球资源,2006
Good Energies,天合光能,2006
Good Energies,林洋新能源,2006
GMO,奇虎360,2006
GMO,奇虎360,2006
Georgian Pine,灵图,2006
General Catalyst,易登网,2006
Gemini Asia,扬子江造船,2006
Gabriel,波士顿动力电池,2006
Fugi,阳城热电,2006
Founders Fund,易登网,2006
First Reserve,中煤集团,2006
Fire Dragon,思念食品,2006
Evolution,捷银,2006
Enspire,瑞科网信,2006
East Advance,工银国际,2006
DN Capital,易登网,2006
DCM,易车网,2006
DCM,文思信息技术,2006
DCM,人人公司（原千橡互动）,2006
DCM,快钱网,2006
DCM,东方标准,2006
DCM,当当网,2006
CVC,吉象木业,2006
Cornell Capital Partners,中国汽车系统,2006
Citadel,泰富实业,2006
Citadel,泰富电气,2006
CII,永新视博,2006
CHINAREI,城隍庙置业,2006
China Resources Enterprise,华源制药,2006
Bright Palace,工银国际,2006
Austin,芯原,2006
Atlas,傲信通讯(傲讯华天),2006
Ascendas Group,海洋大厦,2006
AllianceBernstein,灵图,2006
AJU IB,方泰电子,2006
Ajia Partner,GreatGate Network,2006
AIG Investments,泛美航校,2006
Acorn Asian and SkyVen Growth Capital投资万香国际,万香国际,2006
Accel,人人公司（原千橡互动）,2006
3i,小肥羊,2006
3i,迪信通,2006
3i,巴黎春天百货,2006
紫江创投,中恒电气,2007
紫晨投资,宇顺电子,2007
紫晨投资,亚夏汽车（原亚夏实业）,2007
紫晨投资,佳豪船舶,2007
淄博高新,中国中材（中材股份）,2007
资本策略,福海商厦,2007
住友商事,达晖飞码,2007
周大福,方兴地产,2007
重庆科风投,亚弘医疗,2007
重庆科风投,拓桑生物,2007
重庆科风投,莱美药业,2007
中裕燃气,海灵制药,2007
中油金鸿,中油金鸿,2007
中银投资浙商产业基金,SOHO中国,2007
中以基金,三诺电子,2007
中信资产,兴业太阳能,2007
中信联合,威创股份,2007
中信联合,理工监测,2007
中外运,远洋地产（中远房地产）,2007
中盛创投,D5媒体(第五媒体),2007
中科招商,中青宝网,2007
中科招商,数码视讯,2007
中科招商,勤上光电（原勤上五金）,2007
中科宏易创投,通产丽星,2007
中科宏易创投,三五互联,2007
中科宏易创投,华力特电气,2007
中科宏易创投,洪涛股份,2007
中经世纪,宏昌电子材料,2007
中经合,美兆,2007
中经合,麦迪斯顿,2007
中经合,科美生物,2007
中经合,大旗网,2007
中经合,博际医药,2007
中经合,北京天奈,2007
中经合,爱康网(爱康国宾),2007
中经合,TnC (EditGrid),2007
中国人寿,远洋地产（中远房地产）,2007
中国科招,中国科技,2007
中国高新投,长江润发,2007
中国高新投,立思辰,2007
中国风险投资,网龙,2007
中国风险投资,鼎龙,2007
中国风险投资,鼎汉技术,2007
中国风险投资,北海通信,2007
中博创投,亮硕,2007
智基创投,中卡世纪,2007
智基创投,优格生物,2007
智基创投,兴业太阳能,2007
智基创投,世纪互联,2007
智基创投,世纪东方传媒,2007
智基创投,山西锌业,2007
智基创投,莎啦啦,2007
智基创投,国联水产,2007
智基创投,高触传媒,2007
智基创投,风网100TV,2007
挚信资本,亚洲硅业,2007
挚信资本,亚洲硅业,2007
挚信资本,开能环保,2007
挚信资本,锦富新材,2007
浙科投资,赞宇科技（原赞成科技）,2007
招商科技,中国科技,2007
招商科技,中阀科技,2007
招商科技,宇顺电子,2007
招商科技,亿纬锂能,2007
招商科技,天派电子,2007
招商科技,天地人传媒,2007
招商科技,佳士科技,2007
招商科技,海云天,2007
招商科技,东方广视,2007
招商科技,北海通信,2007
招商和腾,天络行,2007
招商和腾,说宝堂,2007
长园盈佳,长盈精密,2007
长江创投,司尔特,2007
长安私人资本,天伟电子,2007
长安私人资本,荣昌洗衣,2007
长安私人资本,第一创业证券,2007
渣打直投,巨人网络 (征途),2007
渣打直投,SOHO中国,2007
云月投资,美投林业,2007
远邦投资,中卡世纪,2007
元雨投资,麦杰科技,2007
愈奇,网谋,2007
优势资本,云南龙生,2007
优势资本,易居中国上海臣信房地产经纪有限公司,2007
优势资本,扬智方舟,2007
优势资本,雪龙产业,2007
优势资本,塞飞亚,2007
优势资本,匹克,2007
优势资本,匹克,2007
优点资本,芯原,2007
涌金投资,马良传播,2007
涌金投资,大华股份,2007
永威投资,阳光能源,2007
永威投资,软通动力,2007
永威投资,谱瑞集成电路,2007
永威投资,乐友,2007
永威投资,澜起科技,2007
永威投资,九天音乐网,2007
永威投资,晶能光电,2007
永威投资,迪岸传媒,2007
永泰资本,亚德科技,2007
盈富泰克,新獴,2007
盈富泰克,圣邦微电子,2007
盈富泰克,软通动力,2007
盈富泰克,格林美,2007
盈富泰克,迪源光电,2007
盈富泰克,德可半导体,2007
盈富泰克,北京君正,2007
盈峰创投,华西能源（原自贡东方锅炉）,2007
英特格,天合化工,2007
英特尔投资,中控,2007
英特尔投资,掌信彩通,2007
英特尔投资,唯晶科技,2007
英特尔投资,万视网讯,2007
英特尔投资,随视传媒,2007
英特尔投资,谱瑞集成电路,2007
英特尔投资,凌讯科技,2007
英特尔投资,蓝汛科技,2007
英特尔投资,凤凰微电子,2007
英特尔投资,百科飞,2007
英特尔投资,51.com,2007
英联,正元包装,2007
英联,无锡西姆莱斯,2007
英联,顺大半导体,2007
银瑞达,炎黄健康传媒,2007
银瑞达,蓝汛科技,2007
殷拓,殷荣,2007
殷库资本,中南创发,2007
殷库资本,海灵制药,2007
毅美投资,恒基达鑫,2007
毅美投资,国联水产,2007
亿文创投,新宁现代物流,2007
亿润创投,圣农发展,2007
亿润创投,歌尔声学,2007
亿都创投,亚厦股份,2007
壹普兰,爱康网(爱康国宾),2007
扬州创投,亚威股份,2007
亚洲开发银行,中科智担保,2007
亚商资本,元太广告,2007
雅戈尔投资,阳光焦化,2007
雅戈尔投资,创业软件,2007
徐汇高科,双林股份,2007
星杉创投,丰东股份（原盐城丰东）,2007
信中利,李时珍健康产业,2007
信泉创投,焦点科技,2007
信虹,欧比特,2007
新亚伙伴投资,华夏医疗,2007
新协创投,凯罗尔,2007
新天域,天赫钛业,2007
新天域,融创中国,2007
新天域,熔盛重工,2007
新天域,凯赛生物工程,2007
新天域,金风科技,2007
新世界中国地产,方兴地产,2007
新企创投,江南环保,2007
新理念投资,宏昌电子材料,2007
新加坡政府投资,远洋地产（中远房地产）,2007
新加坡政府投资,复星国际,2007
新加坡政府投资,方兴地产,2007
新加坡政府投资,SOHO中国,2007
橡树投资,连连科技,2007
祥荣创投,兆驰股份,2007
湘投高创投,华强电气,2007
湘投高创投,湖南南车,2007
湘投高创投,海诺电梯,2007
西安高新投,瑞微,2007
武汉科创,银泰科技,2007
武汉科创,鼎龙,2007
武汉火炬科投,银泰科技,2007
武汉高科,迪源光电,2007
无锡高新投,五彩精细化工,2007
伟高达,爱情公寓,2007
维众创投,掌信彩通,2007
维众创投,嘉汉林业,2007
维众创投,巴黎春天百货,2007
唯通资产管理,亚太科技,2007
葳尔资本,数码视讯,2007
同盛卓越创投,浙江永强,2007
同盛卓越创投,九安医疗,2007
同华投资,奇瑞汽车,2007
同创伟业,卓宝科技,2007
同创伟业,亚太科技,2007
同创伟业,新大新材,2007
同创伟业,拓日新能,2007
同创伟业,世联地产,2007
同创伟业,厦门安妮薇纺织服饰有限公司,2007
同创伟业,厦门安妮,2007
同创伟业,欧菲光,2007
同创伟业,南城百货,2007
同创伟业,康芝药业,2007
同创伟业,焦作制动器,2007
同创伟业,怀集汽配,2007
同创伟业,好百年家居,2007
同创伟业,国联水产,2007
同创伟业,当升科技,2007
同创伟业,大连冶金轴承,2007
通用资本,中国传动,2007
通用投资,康得新,2007
通盈创投,勤上光电（原勤上五金）,2007
通盈创投,南方风机,2007
天一投资,联飞翔,2007
天图创投,威重化工机械,2007
天图创投,三泰电子,2007
天图创投,敏讯,2007
天图创投,利尔,2007
天堂硅谷,中正认证,2007
天堂硅谷,中青旅,2007
天堂硅谷,长电科技,2007
天堂硅谷,益龙集团,2007
天堂硅谷,亚厦股份,2007
天堂硅谷,手中乾坤,2007
天堂硅谷,南玻集团,2007
天堂硅谷,嘉达高科,2007
天堂硅谷,菲达环保科技,2007
天堂硅谷,兜率净土,2007
天津创投,西塔网络,2007
天和投资,江苏旷达,2007
天地基金,迪源光电,2007
天德创投,职友集,2007
天德创投,恒聚网络,2007
天宝富投资,天保疏浚工程,2007
天宝富投资,华利嘉,2007
特纳亚（原雷曼兄弟）,中国车轮,2007
特纳亚（原雷曼兄弟）,芯原,2007
特纳亚（原雷曼兄弟）,融创中国,2007
特纳亚（原雷曼兄弟）,去哪儿,2007
特纳亚（原雷曼兄弟）,诺亚舟,2007
特纳亚（原雷曼兄弟）,柯莱特,2007
特纳亚（原雷曼兄弟）,金蝶,2007
特纳亚（原雷曼兄弟）,福海商厦,2007
特纳亚（原雷曼兄弟）,宝龙地产,2007
特纳亚（原雷曼兄弟）,奥瑞金包装,2007
泰达,嘉麟杰,2007
太平洋同盟团体,夏进乳业,2007
台湾中华,奥瑞金包装,2007
苏州创投,中利科技集团,2007
苏州创投,云海金属,2007
苏州创投,玉森新药,2007
苏州创投,芯景泰达,2007
苏州创投,天人合生物,2007
苏州创投,天华超净科,2007
苏州创投,上海南汇云海金属制品厂,2007
苏州创投,若态科技,2007
苏州创投,睿芯远见,2007
苏州创投,瑞阳化工,2007
苏州创投,纳维科技,2007
苏州创投,敏芯微电子,2007
苏州创投,美奥信息,2007
苏州创投,凯瑞生化,2007
苏州创投,凯蒂亚半导体,2007
苏州创投,精瞬科技,2007
苏州创投,金游数码,2007
苏州创投,江南嘉捷,2007
苏州创投,沪江网,2007
苏州创投,禾盛新材,2007
苏州创投,汉文动画,2007
苏州创投,萃隆精密铜管,2007
苏州创投,保龄宝,2007
苏大投资,凯罗尔,2007
松禾资本,中航健身,2007
松禾资本,泰山工程,2007
松禾资本,三诺电子,2007
松禾资本,齐心文具,2007
松禾资本,民太安保险,2007
松禾资本,华语传媒,2007
松禾资本,华力特电气,2007
松禾资本,风发科技,2007
四维资本,中星石化,2007
四维资本,尚舜化工,2007
四维资本,康鹏化学,2007
四通投资,凯赛生物工程,2007
斯坦福国际研究所,博际医药,2007
思伟投资,悠视网,2007
思伟投资,网尚文化,2007
思伟投资,点视传媒,2007
思伟投资,56网,2007
思伟投资,56网,2007
思科香港,风网100TV,2007
思科香港,安博教育,2007
思格资本,影像国际,2007
思格资本,蓝汛科技,2007
首创成长,北玻股份,2007
世纪方舟,亚夏汽车（原亚夏实业）,2007
世方联创投,鱼跃医疗,2007
实地资本,大西部旅游,2007
盛宇投资,丹化科技,2007
盛万投资,亿通科技,2007
盛万投资,会稽山酒,2007
盛桥资本,云南锗业,2007
盛桥资本,家润多,2007
盛桥资本,富易达电子,2007
盛景投资,成都天保,2007
胜捷投资,中部大观地产,2007
胜捷投资,厦门长天,2007
胜捷投资,力恒锦纶,2007
胜达国际,蓝汛科技,2007
深圳创新投,中青宝网,2007
深圳创新投,中利科技集团,2007
深圳创新投,中德垃圾技术,2007
深圳创新投,兆驰股份,2007
深圳创新投,掌信彩通,2007
深圳创新投,云南龙生,2007
深圳创新投,银泰科技,2007
深圳创新投,扬智方舟,2007
深圳创新投,橡果国际,2007
深圳创新投,网宿科技,2007
深圳创新投,网龙,2007
深圳创新投,拓尔思,2007
深圳创新投,天马精化,2007
深圳创新投,世联地产,2007
深圳创新投,深圳安科,2007
深圳创新投,山西锌业,2007
深圳创新投,三诺电子,2007
深圳创新投,勤上光电（原勤上五金）,2007
深圳创新投,麒麟游戏,2007
深圳创新投,齐心文具,2007
深圳创新投,欧菲光,2007
深圳创新投,明阳电气,2007
深圳创新投,联合润通,2007
深圳创新投,利丰化工,2007
深圳创新投,康力电梯,2007
深圳创新投,荆楚种业,2007
深圳创新投,海陆重工,2007
深圳创新投,二十一世纪物流,2007
深圳创新投,多氟多,2007
深圳创新投,东山精密制造,2007
深圳创新投,鼎龙,2007
深圳创新投,当升科技,2007
深圳创新投,大明矿业,2007
深圳创新投,奥贝尔,2007
深创投,海陆重工,2007
社保基金会,京沪高速铁路股份有限公司,2007
上实投资,华友钴业,2007
上海永宣,智迈微电子,2007
上海永宣,润田饮料,2007
上海永宣,欧比特,2007
上海永宣,民生能源,2007
上海永宣,欢乐传媒,2007
上海永宣,东方广视,2007
上海科投,杉德科技,2007
上海科投,杰盛无线,2007
上海嘉石,中国银联,2007
上海华盈,阳光电源,2007
上海华盈,天惠华,2007
上海华盈,披披吉(PPG),2007
上海创投,爱康网(爱康国宾),2007
上策投资,江苏旷达,2007
杉杉创投,金安国纪（原上海国纪）,2007
山东高新投,龙力生物,2007
三星创投,中微半导体,2007
三生石创投,城报传媒,2007
三生创投,超华科技,2007
三井物产环球投资,软通动力,2007
三井物产环球投资,明阳电气,2007
三井物产环球投资,六间房,2007
三井物产环球投资,海灵制药,2007
三井物产环球投资,100度享乐网,2007
赛富投资基金,中联科伟达,2007
赛富投资基金,芯通科技,2007
赛富投资基金,维也纳酒店,2007
赛富投资基金,神州数码,2007
赛富投资基金,润田饮料,2007
赛富投资基金,千禧之星,2007
赛富投资基金,龙帆传媒,2007
赛富投资基金,寰宝能源,2007
赛富投资基金,华育国际,2007
赛富投资基金,凡客诚品,2007
赛富投资基金,阿科蔓,2007
赛伯乐,英凡医药,2007
赛伯乐,联众休闲,2007
赛伯乐,硅银担保,2007
润盛基金,立佰趣,2007
睿立资本,天津重机,2007
睿富,喜得龙,2007
瑞士银行,中国金属再生资源,2007
瑞士信贷,郁金香传媒,2007
瑞士信贷,旭光高新材料（旭光资源）,2007
瑞士信贷,龙铭投资,2007
瑞士信贷,佳兆业,2007
瑞士信贷,巴黎春天百货,2007
瑞萨科技,瑞微,2007
瑞寰资本,新焦点,2007
瑞寰资本,乐语中国（派普集团）,2007
瑞寰资本,家润多,2007
瑞寰资本,汇银家电,2007
瑞寰资本,海航集团,2007
瑞华信,直真节点,2007
瑞华信,宏梦卡通,2007
瑞华信,超华科技,2007
瑞华投资,中航精机,2007
瑞华投资,扬农化工,2007
瑞华投资,西藏旅游,2007
瑞华投资,皖维高新,2007
瑞华投资,天士力,2007
瑞华投资,山东金晶,2007
瑞华投资,黄山旅游发展,2007
软银中印,世纪东方传媒,2007
软银中印,尚诺集团,2007
软银中印,好人生,2007
软银中印,Infocomm Asia Holdings Co.,2007
软银中国,震撼三维,2007
