from,to,time
软银中国,四川达科特,2010
软银中国,硕人海泰,2010
软银中国,硕人海泰,2010
软银中国,上海荣港,2010
软银中国,宁波永润,2010
软银中国,纳通生物,2010
软银中国,隆鑫工业,2010
软银中国,凯强力,2010
软银中国,恒慧科技,2010
软银中国,汉朗光电,2010
软银中国,海泰环保,2010
软银中国,海润影视,2010
软银中国,Lanzatech,2010
如山投资,南通锻压,2010
如山投资,南通锻压,2010
融源资本,金海重工,2010
融源资本,福田汽车,2010
融元创投,来伊份,2010
融元创投,方直科技,2010
融石资本,南京某电力自动化公司-融石创投,2010
融石资本,湖南某保健品公司-融石资本,2010
融高创投,江苏中电,2010
融风投资,新动能源,2010
熔岩投资,天一众合,2010
日亚投资,五分钟,2010
日亚投资,润百,2010
日亚投资,某IT服务公司-日本亚洲,2010
日亚投资,灵禅,2010
全球环境,UPC Renewables中国,2010
清科创投,中曼石油,2010
清科创投,元培翻译,2010
清科创投,也买网,2010
清科创投,奇虎360,2010
清科创投,廿一客,2010
清科创投,麦包包,2010
清科创投,捷迅易付,2010
清科创投,昊诚电气,2010
清科创投,好乐买,2010
清科创投,豆丁网,2010
清科创投,宠物中国,2010
清科创投,博洛尼,2010
清科创投,保利博纳,2010
清科创投,傲锐东源,2010
清科创投,安琪儿医疗,2010
青云创投,易科美德,2010
青云创投,沁园集团,2010
青云创投,宏邦节水,2010
青云创投,昊诚电气,2010
青云创投,国韵生物,2010
青云创投,广东某新能源公司-青云创投,2010
青云创投,多利农庄,2010
青联投资,御青茶业,2010
乾融创投,旭创,2010
启明创投,资费通,2010
启明创投,谊安医疗,2010
启明创投,一嗨租车,2010
启明创投,小米科技,2010
启明创投,吞云小莳,2010
启明创投,世纪佳缘,2010
启明创投,生工,2010
启明创投,瑞尔齿科,2010
启明创投,牧东光,2010
启明创投,蓝汛科技,2010
启明创投,康联药业,2010
启明创投,国康网,2010
启明创投,甘李药业,2010
启明创投,二度车网,2010
启明创投,豆丁网,2010
启明创投,当乐网,2010
启明创投,碧生源,2010
启明创投,贝特瑞,2010
启明创投,Lanzatech,2010
启明创投,ConvenientPower,2010
启明创投,7k7k游戏,2010
启迪创投,中文在线,2010
启迪创投,壹人壹本,2010
启迪创投,联飞翔,2010
启迪创投,海纳医信,2010
启迪创投,德鑫泉,2010
启迪创投,大街网,2010
启迪创投,博弈时空,2010
启迪创投,奔跑世纪,2010
启迪创投,芭莎网,2010
麒麟阳光投资,阳光电源,2010
奇力资本,维也纳酒店,2010
奇力资本,骆驼集团,2010
七匹狼创投,淘鞋网,2010
普罗维登斯,奇艺,2010
普罗维登斯,环球乳业,2010
普凯资本,中铁瑞威,2010
普凯,龙灯环球,2010
普凯,蓝光公馆1881,2010
普凯,科元化工,2010
普凯,合能西贵金沙,2010
普凯,合能四季映像,2010
浦东科投,格林百奥,2010
平安创新资本,中农控股,2010
平安创新资本,徐工机械,2010
平安创新资本,领先科技,2010
平安创新资本,京能热电,2010
平安创新资本,金禾实业,2010
平安创新资本,江粉磁材,2010
平安创新资本,爱康科技（爱康太阳能）,2010
平安创新资本,1号店,2010
平安财智,五株电路板,2010
平安财智,通达动力,2010
平安财智,科林自动化,2010
平安财智,金禾实业,2010
平安财智,方直科技,2010
平安财智,爱康科技（爱康太阳能）,2010
磐石资本,上海某建筑材料公司-景林资产和上海磐石,2010
磐霖资本,瑞翔新材料,2010
磐霖资本,佳宇资源利用,2010
磐霖资本,东方时尚驾校,2010
磐霖资本,创新科技,2010
潘多拉投资,微笑科技,2010
欧瑞斯,美陵集团,2010
欧瑞斯,济南友邦恒誉科技开发有限公司,2010
欧瑞斯,Fucheng环保,2010
欧瑞集团,环宇赛尔,2010
欧瑞集团,Unipower Battery,2010
诺基亚成长伙伴基金,优视科技(优视动景),2010
诺基亚成长伙伴基金,赶集网,2010
农开基金管理公司,瑞贝卡发,2010
能达长吉,五星吉祥秀苑项目,2010
南昌创投,地宝网,2010
沐思,中国服饰控股,2010
沐思,卢米埃影业,2010
摩根士丹利,中国金石（金时达石业）,2010
摩根士丹利,桐昆集团,2010
摩根士丹利,步长制药,2010
明石投资,勤上光电（原勤上五金）,2010
明石投资,宁夏红,2010
明石投资,海云天,2010
明石投资,德泓纺织,2010
明石投资,博雅软件（原青鸟软件）,2010
名力中国成长基金（高投名力成长创投）,中再生,2010
名力中国成长基金（高投名力成长创投）,五指山森林,2010
名力中国成长基金（高投名力成长创投）,科净源,2010
名力中国成长基金（高投名力成长创投）,华医网,2010
名力中国成长基金（高投名力成长创投）,宏日新能源,2010
名力中国成长基金（高投名力成长创投）,爱康科技（爱康太阳能）,2010
盟动力资本,阿丫团,2010
美林创投,兴源过滤,2010
美国青锋投资,环洋经典,2010
曼图资本,也买网,2010
麦顿投资,优士网,2010
麦顿投资,黄果树,2010
麦顿投资,冠亚电源,2010
麦顿投资,贝拉维拉制衣,2010
马来西亚国库控股,东方大学城,2010
龙柏资本,正龙食品,2010
龙柏资本,万达,2010
龙柏资本,天瑞控股,2010
龙柏资本,山东新冷大食品,2010
龙柏资本,联合经纪,2010
龙柏资本,朗姿股份,2010
领航资本,步长制药,2010
联想之星,华阅数码,2010
联想投资,中银国际证券,2010
联想投资,浙江某连锁零售公司-联想资本,2010
联想投资,壹人壹本,2010
联想投资,一心堂,2010
联想投资,山东某制造业企业-联想资本,2010
联想投资,廿一客,2010
联想投资,麦包包,2010
联想投资,麦包包,2010
联想投资,联合绿动,2010
联想投资,聚成,2010
联想投资,江苏某新能源公司-联想资本,2010
联想投资,宠物中国,2010
联想投资,博能华,2010
联想投资,北京某IT科技公司-联想资本,2010
联想投资,安洁科技（原安洁绝缘）,2010
联想控股,汉口银行,2010
联和投资,中美大都会人寿,2010
联创策源,网秦,2010
联创策源,网秦,2010
联创策源,世纪佳缘,2010
联创策源,奇虎360,2010
联创策源,乐淘网,2010
联创策源,乐淘网,2010
联创策源,兰亭集势,2010
联创策源,凡客诚品,2010
联创策源,豆瓣网,2010
利华资本,博耳电力,2010
利丰投资,优士网,2010
力合清源创投,秀派电子,2010
力合清源创投,凌讯科技,2010
力合清源创投,联赢激光,2010
力合清源创投,开元机器制造,2010
力合清源创投,艾可蓝,2010
力鼎资本,中科金财,2010
力鼎凯得创投,庞源租赁,2010
醴泉投资,卓越科技,2010
里士满投资,优士网,2010
礼来亚洲,贝达药业,2010
雷石投资,双星新材,2010
雷石投资,蒙发利,2010
老虎基金,时光网,2010
老虎基金,梦芭莎,2010
老虎基金,乐淘网,2010
老虎基金,乐淘网,2010
老虎基金,蓝汛科技,2010
老虎基金,京东商城,2010
老虎基金,凡客诚品,2010
老虎基金,凡客诚品,2010
蓝山中国资本,联合水务,2010
蓝驰创投,中导光电,2010
蓝驰创投,优谈网,2010
蓝驰创投,尚友部落,2010
蓝驰创投,乾瑞服装,2010
蓝驰创投,美丽说,2010
蓝驰创投,客多传媒,2010
蓝驰创投,赶集网,2010
兰馨亚洲,中国寿光,2010
兰馨亚洲,中国服饰控股,2010
兰馨亚洲,特星,2010
兰馨亚洲,联合动力,2010
兰馨亚洲,兰馨阿明,2010
兰馨亚洲,佳泰数控,2010
兰馨亚洲,徽记,2010
宽带资本,中云网,2010
宽带资本,云立方,2010
宽带资本,天维信通,2010
宽带资本,天润融通,2010
宽带资本,天地超云,2010
宽带资本,欢网科技,2010
宽带资本,北京某通信息技术公司,2010
宽带资本,3G门户网,2010
科桥投资,金丝猴,2010
凯银投资,祥符东项目,2010
凯银投资,安吉浒溪项目,2010
凯旋创投,真旅网,2010
凯旋创投,真旅网,2010
凯旋创投,红孩子,2010
凯欣,土豆网,2010
凯泰资本,雄联科技,2010
凯石长江,赛伍技术,2010
凯石长江,钜泉光电,2010
凯石长江,和邦生物,2010
凯石长江,多维科技,2010
凯石长江,步长制药,2010
凯石投资,科陆电子,2010
凯鹏华盈,宇星科技,2010
凯鹏华盈,亿动广告传媒,2010
凯鹏华盈,宜信,2010
凯鹏华盈,亚创林业,2010
凯鹏华盈,五指山森林,2010
凯鹏华盈,五分钟,2010
凯鹏华盈,维络城,2010
凯鹏华盈,瑞尔齿科,2010
凯鹏华盈,满座网,2010
凯鹏华盈,国韵生物,2010
凯鹏华盈,敦煌网,2010
凯雷,中渔集团,2010
凯雷,伊欧激光,2010
凯雷,通邮,2010
凯雷,山东安能,2010
凯雷,卜蜂国际,2010
凯雷,Tirumala Milk,2010
凯雷,HKucar,2010
凯风创投,旭创,2010
凯晨资本,宇业集团,2010
凯晨资本,合润传媒,2010
开信创投,中华煤层气,2010
开投基金,华灿光电,2010
君威投资,君威时代文化,2010
君威投资,丁仔,2010
君盛投资,五株电路板,2010
君盛投资,五峰米业,2010
君盛投资,申银万国证券,2010
君润股权投资,尔康制药,2010
君丰资本（原君丰资产）,华西能源（原自贡东方锅炉）,2010
九洲创投,八益电缆,2010
九派投资,三丰智能,2010
九派投资,黄石邦柯,2010
九鼎投资,众信旅游,2010
九鼎投资,中颖电子,2010
九鼎投资,中迅化工,2010
九鼎投资,中旗化工,2010
九鼎投资,中化联合制药,2010
九鼎投资,裕华,2010
九鼎投资,永东化工,2010
九鼎投资,银泰科技,2010
九鼎投资,亿邦制药,2010
九鼎投资,旭阳雷迪,2010
九鼎投资,新奇特车业,2010
九鼎投资,五株电路板,2010
九鼎投资,无锡化工,2010
九鼎投资,未来国际软件,2010
九鼎投资,韦士泰医疗器械,2010
九鼎投资,威门药业,2010
九鼎投资,威尔曼制药,2010
九鼎投资,万隆制药,2010
九鼎投资,万邦药业,2010
九鼎投资,天峡鲟业,2010
九鼎投资,天容农药,2010
九鼎投资,天和药业,2010
九鼎投资,神斧民爆,2010
九鼎投资,桑乐金（原南亚桑南）,2010
九鼎投资,青莲食品,2010
九鼎投资,侨源气体,2010
九鼎投资,奇力制药,2010
九鼎投资,普德药业,2010
九鼎投资,欧派门业,2010
九鼎投资,明星电缆,2010
九鼎投资,罗浮山国药,2010
九鼎投资,柳州医药,2010
九鼎投资,力士德机械,2010
九鼎投资,朗姿股份,2010
九鼎投资,科林自动化,2010
九鼎投资,康宝生物,2010
九鼎投资,凯天环保,2010
九鼎投资,绝味鸭脖,2010
九鼎投资,九洲光电,2010
九鼎投资,净雅食品,2010
九鼎投资,金丝猴,2010
九鼎投资,冀衡化学,2010
九鼎投资,华特磁电,2010
九鼎投资,华东重机,2010
九鼎投资,互信互通,2010
九鼎投资,红旗连锁,2010
九鼎投资,焊研威达,2010
九鼎投资,汉宇电器,2010
九鼎投资,飞天诚信,2010
九鼎投资,方盛制药,2010
九鼎投资,尔康制药,2010
九鼎投资,大海医药,2010
九鼎投资,成都中小担保,2010
九鼎投资,贝特瑞,2010
九鼎投资,邦和药业,2010
九鼎投资,爱迪尔珠宝,2010
景贤投资,凌云股份,2010
景贤投资,科陆电子,2010
景隆资产管理（北京）,华鲁恒升,2010
景林资产,亿利科,2010
景林资产,水木源华电气有限公司,2010
景林资产,上海某建筑材料公司-景林资产和上海磐石,2010
景林资产,高斯贝尔数码,2010
景林资产,车灵通科技,2010
经纬中国,团800,2010
经纬中国,趣玩网,2010
经纬中国,俏物悄语,2010
经纬中国,浪淘金,2010
经纬中国,保利博纳,2010
经纬中国,安洁士,2010
经发创投,海浪锅炉,2010
劲达创投,青青稞酒,2010
锦华赢富创投,苏州硅能,2010
金源创投,平大生物制品,2010
金永信投资,汉鼎信息科技,2010
金石投资,中投担保,2010
金石投资,领先科技,2010
金石投资,兰石重装,2010
金石投资,九牧王,2010
金石投资,东江环保,2010
金石投资,帝联科技,2010
金石农投,中地种畜,2010
金石农投,银丰棉花,2010
金沙江创投,易美芯光,2010
金沙江创投,亿赞普,2010
金沙江创投,网秦,2010
金沙江创投,网秦,2010
金沙江创投,梦芭莎,2010
金沙江创投,兰亭集势,2010
金沙江创投,拉手网,2010
金沙江创投,拉手网,2010
金沙江创投,晶能光电,2010
金立方资本,德泓纺织,2010
金犁风投,河南工商联投资担保,2010
今日资本,悠哉旅游游网,2010
今日资本,赶集网,2010
今日投资,诺亚财富,2010
江阴海澜投资,吉粮集团,2010
江苏省高投,中凯农用化工,2010
江苏省高投,中复连众,2010
江苏省高投,长安责任保险,2010
江苏省高投,汇鸿土产进出口(原江苏省土产进出口),2010
江苏省高投,汉瑞实业,2010
江苏高科投,中德美联,2010
江苏高科投,中材节能,2010
江苏高科投,怡和交通,2010
江苏高科投,扬杰电子,2010
江苏高科投,亚旗集团,2010
江苏高科投,新动能源,2010
江苏高科投,无锡长峰,2010
江苏高科投,维赛半导体,2010
江苏高科投,时代传媒,2010
江苏高科投,深圳销邦,2010
江苏高科投,磐能科技,2010
江苏高科投,南京再保小贷,2010
江苏高科投,联都实业,2010
江苏高科投,科诺伟业,2010
江苏高科投,康达化工,2010
江苏高科投,江苏银行,2010
江苏高科投,华科,2010
江苏高科投,光峰光电,2010
江苏高科投,电旗益讯,2010
江苏高科投,百胜动力,2010
江苏高科投,巴布豆,2010
江苏高科投,奥泰医疗,2010
江苏高科投,爱康科技（爱康太阳能）,2010
江苏高科投,爱康科技（爱康太阳能）,2010
江浩坤元创投,中国服装网（中服网）,2010
建银国际资产管理,中投担保,2010
建银国际资产管理,中航国际,2010
建银国际资产管理,西藏5100,2010
建银国际资产管理,铜陵世联,2010
建银国际资产管理,天瑞控股,2010
建银国际资产管理,十方控股,2010
建银国际资产管理,三奥科技,2010
建银国际资产管理,熔盛重工,2010
建银国际资产管理,青蛙王子,2010
建银国际资产管理,明阳风电,2010
建银国际资产管理,金银岛网交所,2010
建银国际资产管理,标准水务,2010
建银国际资产管理,爱德现代牛业,2010
建银国际财富管理,中特物流,2010
建银国际财富管理,普什医塑,2010
建银国际财富管理,鹭燕药业,2010
建银国际财富管理,乐仁堂,2010
建银国际财富管理,康德莱,2010
建银国际财富管理,徽商银行,2010
建银国际财富管理,凤阳玻璃,2010
建银国际财富管理,东阳光生化制药,2010
建银国际财富管理,创生控股,2010
建银国际财富管理,博生医疗,2010
建银国际（天津）,华能国际,2010
架桥投资,朗姿股份,2010
嘉睿创投,京能热电,2010
嘉进投资,烟台巨力,2010
嘉恒资本,斯乐普特种材料（原佛南海锦龙无纺）,2010
嘉丰资本,拉手网,2010
嘉丰资本,佳品网（星河风尚）,2010
嘉诚资本,雅润传播,2010
嘉诚资本,福田汽车,2010
加里红杉,创大冶金,2010
纪源资本,优视科技(优视动景),2010
纪源资本,土豆网,2010
纪源资本,某基础设施设备制造商-纪源资本,2010
纪源资本,聚胜万合,2010
纪源资本,安科瑞,2010
纪源资本,Xenon 科技,2010
纪源资本,BC制药,2010
纪源资本,7k7k游戏,2010
集富亚洲,亿动广告传媒,2010
集富亚洲,一嗨租车,2010
集富亚洲,我要玩,2010
集富亚洲,我要玩,2010
集富亚洲,普能,2010
集富亚洲,凌旭科技,2010
集富亚洲,灵禅,2010
集富亚洲,敦煌网,2010
集富亚洲,3G门户网,2010
集成富达投资,东兴塑料制罐,2010
基石创投,泰瑞制药,2010
基石创投,索菱实业,2010
基石创投,磨铁图书,2010
基石创投,华昌达,2010
基石创投,华昌达,2010
慧宇投资,丰泽工程橡胶,2010
惠理基金,亚洲果业,2010
惠捷投资,东新电碳,2010
汇友资本,奥天集团,2010
汇投投资,崇达电路（集锦线路板）,2010
汇升联华创投,博彦科技,2010
汇睿资本,中国地板,2010
汇睿资本,远洋地产（中远房地产）,2010
汇金立方资本,中南卡通,2010
辉立资本,左岸,2010
华云投资,宏丰电工合金,2010
华兴泰达,华兴矿业,2010
华泰紫金,世名科技,2010
华商盈通投资,索菱实业,2010
华睿,中博展览,2010
华睿,远方,2010
华睿,龙生股份,2010
华睿,雷赛科技,2010
华睿,钜泉光电,2010
华睿,九好集团,2010
华睿,富铭环境科技,2010
华睿,迪源光电,2010
华软投资,深讯和（悠米）,2010
华融渝富资本,秦川集团,2010
华人文化投资,星空传媒,2010
华人创新集团,三丰智能,2010
华平,中信医药,2010
华平,中华煤层气,2010
华平,中国寿光,2010
华平,中国生物制品（泰邦生物）,2010
华平,中部大观地产,2010
华平,学大教育,2010
华平,明发集团,2010
华平,红星美凯龙,2010
华平,海航商业,2010
华平,方兴地产,2010
华平,敦煌网,2010
华平,58同城分类网,2010
华瓯创投,优思达生物,2010
华瓯创投,好络维医疗,2010
华瓯创投,杭州小灵通,2010
华瓯创投,富铭环境科技,2010
华瓯创投,房途网,2010
华瓯创投,泛城科技,2010
华瓯创投,爱迪亚营养,2010
华瓯创投,E都市,2010
华茂产业投资,杜克密封件,2010
华控汇金,宝信汽车,2010
华汇通投资,博彦科技,2010
华汇通投资,八笛众和,2010
华汇通投资,傲锐东源,2010
华鸿景甫创投,亚新科南岳,2010
华鸿财信,绝味鸭脖,2010
华工创投,欧赛科技,2010
华工创投,富邦化工,2010
华工创投,贝特瑞,2010
华登国际,中微半导体,2010
华登国际,原力动画,2010
华登国际,百世物流,2010
华创盛景投资,宏邦节水,2010
华澳资本,佳创视讯,2010
华澳资本,德泓纺织,2010
湖南高新创投集团,远泰生物,2010
湖南高新创投集团,光琇科技,2010
湖北高投,长源东谷,2010
厚生投资,新发地农产品,2010
厚朴,雨润食品,2010
厚朴,永晖焦煤,2010
厚朴,永晖焦煤,2010
厚朴,亚洲果业,2010
厚朴,Chesapeake,2010
宏信联华资产管理,联合经纪,2010
宏达直投,丁丁网,2010
宏邦投资,国电南瑞,2010
红杉,亿腾医药,2010
红杉,怡成生物,2010
红杉,唯品会,2010
红杉,网秦,2010
红杉,天溢果业（森美）,2010
红杉,天津新高地,2010
红杉,天福茗茶,2010
红杉,普能,2010
红杉,某儿童教育/娱乐公司,2010
红杉,美团,2010
红杉,玛萨玛索,2010
红杉,驴妈妈,2010
红杉,立方网,2010
红杉,快乐购,2010
红杉,捷迅易付,2010
红杉,嘉和一品,2010
红杉,华医网,2010
红杉,好乐买,2010
红杉,瀚信通信,2010
红杉,国康网,2010
红杉,赶集网,2010
红杉,保利博纳,2010
红杉,傲天汇金,2010
红杉,2345网址导航,2010
红桥创投,味博食品,2010
红桥创投,淘鞋网,2010
红岭基金,世纪东方,2010
红岭基金,盛瑞传动,2010
红点投资,中微半导体,2010
红点投资,秒针系统,2010
弘毅投资,中联重科,2010
弘毅投资,中国金展,2010
弘毅投资,中复连众,2010
弘毅投资,优扬传媒,2010
弘毅投资,快乐购,2010
弘毅投资,弘耀玻璃,2010
弘毅投资,超威动力（超威电源）,2010
弘毅投资,柏盛国际,2010
弘毅投资,安德利果胶,2010
弘信资本,新开普,2010
弘湘国有资产,亚新科南岳,2010
弘晖投资,博雅软件（原青鸟软件）,2010
恒祥投资,佰源机械,2010
黑石,中国寿光,2010
黑石,中国动物保健品公司,2010
黑石,中国淀粉,2010
和通国际,灵禅,2010
和泰投资,常州得一,2010
和泰成长,勤上光电（原勤上五金）,2010
和泰成长,江粉磁材,2010
和泰成长,恒大高新,2010
和睦家投资,井神盐化,2010
和君资本,聚成,2010
和辉信达投资,道明光学（道明反光）,2010
和光投资,三丰智能,2010
和光投资,飞扬化工,2010
合众集团,时尚休闲服饰,2010
合肥高科投,华安期货,2010
汉韬股权投资,一嗨租车,2010
汉韬股权投资,多利农庄,2010
海益得资本,晶能光电,2010
海通开元,新天科技,2010
海通开元,闽发铝业,2010
海泰投资,天地伟业数码,2010
海泰投资,比蒙新帆,2010
海泰戈壁创投,汉柏科技,2010
海泰创新资本,雄联科技,2010
海纳亚洲,中国票务在线,2010
海纳亚洲,赢销通,2010
海纳亚洲,太美,2010
海纳亚洲,奇矩互动,2010
海纳亚洲,某母婴类网站,2010
海纳亚洲,蓝汛科技,2010
海纳亚洲,教育online,2010
海纳亚洲,保利博纳,2010
海富基金管理公司,伊甸园巧克力,2010
海富基金管理公司,万年生猪,2010
海富基金管理公司,福慧达,2010
海富基金管理公司,鞍山重机,2010
海东创投,宏升肠衣,2010
海达投资,中材节能,2010
海达投资,小西牛乳业,2010
海达投资,天津某能源矿产公司-海达投资,2010
海达投资,南宁某水产企业,2010
海达投资,弘川化工,2010
海达投资,河南某电子产品公司,2010
海达投资,广西某医药公司,2010
海达投资,北京某IT公司,2010
海达投资,百洋集团,2010
哈尔滨创新投,庆功林泵业,2010
国元直投,浙江福莱特玻璃,2010
国元直投,皖北药业,2010
国元直投,商之都,2010
国元直投,淮北矿业,2010
国元直投,合肥锻压,2010
国元直投,工大高科,2010
国元直投,安徽时联,2010
国元创投,江中药业,2010
国信弘盛,晶雪冷冻设备,2010
国投集团,美华博大,2010
国投高科,北京天下图,2010
国投创新,中投担保,2010
国投创新,亚普汽车部件,2010
国投创新,星宇车灯,2010
国泰君安创新投,今世缘酒业,2010
国联通宝资本,阳山水蜜桃,2010
国联创投,阳山水蜜桃,2010
国科投资,星星科技（星星光电）,2010
国开金融公司,长兴岛开发,2010
国嘉创投,蓝丰生化,2010
国际金融公司,牧原食品,2010
国际金融公司,晶能光电,2010
国际金融公司,滨海银行,2010
国际金融公司,北川富民村镇银行,2010
国际金融公司,巴彦融兴,2010
国发创投,怡和交通,2010
国发创投,苏州硅能,2010
国发创投,盛隆光电,2010
圭石创投,开尔新材,2010
广汇投资,常州得一,2010
广发信德,远洋东泽电缆,2010
广发信德,林洋电子,2010
广发信德,鸿利光电,2010
广东科风投,安联锐视,2010
广东科创投,拾比佰,2010
广东风投,天波信息,2010
光速创投,中微半导体,2010
光速创投,优众网,2010
光速创投,聚胜万合,2010
光大资本,青利集团,2010
光大控股投资,五峰米业,2010
光大金控,西凤酒,2010
光大金控,江苏中电,2010
光大汇益伟业投资,怡达化工,2010
光大汇益伟业投资,普莱医药,2010
光大汇益伟业投资,力博医药,2010
光大汇益伟业投资,珈伟股份,2010
固德银赛,能一郎,2010
固德银赛,联宇工程,2010
固德银赛,晶泰科技,2010
谷歌风投,巨鲸音乐网,2010
工银国际,西藏5100,2010
工银国际,创益太阳能（创益科技）,2010
戈壁,至德讯通,2010
戈壁,悠易互通,2010
戈壁,亿动广告传媒,2010
戈壁,途牛旅游网,2010
戈壁,广州汉信通信设备有限公司,2010
戈壁,八方视界,2010
高通,中微半导体,2010
高通,网秦,2010
高通,汉翔信息,2010
高特佳,众安康后勤,2010
高特佳,雅润传播,2010
高特佳,信质电机,2010
高特佳,新世通制药,2010
高特佳,西安嘉业,2010
高特佳,龙日景观,2010
高特佳,金蝶中间件,2010
高特佳,合润传媒,2010
高特佳,常州得一,2010
高特佳,佰源机械,2010
高盛,中微半导体,2010
高盛,中复连众,2010
高盛,一嗨租车,2010
高盛,普华康健,2010
高能资本,铁观音,2010
高能资本,世瑞新材料,2010
高能资本,某稀贵金属深加工项目A,2010
高能资本,晨光稀土,2010
高华创投,伟东包装,2010
高达资本,冶建防腐,2010
高达资本,雄风稀贵金属（原雄风有色金属）,2010
高达资本,赛特斯,2010
高达资本,聚隆科技,2010
高达资本,德乐科技,2010
富鑫国际,联都实业,2010
富鑫国际,巴布豆,2010
富通股权投资,国电南瑞,2010
富兰克林邓普顿投资,十方控股,2010
富坤投资,中新力合担保,2010
富坤投资,誉博在线,2010
富坤投资,亚德科技,2010
富坤投资,兰州庄园乳业,2010
富坤投资,惠生能源,2010
富坤投资,浩波科技,2010
富坤投资,杜克密封件,2010
富坤投资,慈铭,2010
富汇投资,太空板业,2010
富汇投资,融信恒通,2010
富汇投资,聚我科技,2010
富汇投资,合肥锻压,2010
富达亚洲,亚洲果业,2010
复星谱润,雅士利,2010
复星谱润,望湘园,2010
复星谱润,太阳雨,2010
复星谱润,石大胜华化工,2010
复星谱润,隆基硅材料,2010
复星谱润,金禾实业,2010
复星创投,深讯和（悠米）,2010
复星创富,庞源租赁,2010
复星创富,红星美凯龙,2010
复聚卿云,世纪金榜,2010
复聚卿云,江苏中电,2010
福田投资,苏赛特,2010
福宁投资,领先科技,2010
福海国盛,王府井国际（原北京北控）,2010
孚威创投,中科金财,2010
凤凰基金,客多传媒,2010
方源资本,中信医药,2010
泛亚创投,上好便利店,2010
泛大西洋资本,搜房网,2010
恩颐投资,达晖飞码,2010
东方睿银,金醋科技,2010
东方汇富,永保特种水泥,2010
东方汇富,酷团科技,2010
东方富海,雪鲤鱼,2010
东方富海,信维通信,2010
东方富海,我武生物,2010
东方富海,文科园艺,2010
东方富海,文科园林,2010
东方富海,同有飞骥,2010
东方富海,天宇,2010
东方富海,沈阳红药,2010
东方富海,任子行网络,2010
东方富海,利德测控,2010
东方富海,锦诺信息,2010
东方富海,集盛星泰,2010
东方富海,华夏良子,2010
东方富海,浩能科技,2010
东方富海,海云天,2010
东方富海,富基标商,2010
东方富海,丰兴精密,2010
鼎鑫资本,酷漫居,2010
鼎新投资,中农控股,2010
鼎顺创投,南工锻造,2010
鼎桥投资,八益电缆,2010
鼎晖投资,中投担保,2010
鼎晖投资,内蒙古某公司A-鼎晖,2010
鼎晖投资,驴妈妈,2010
鼎晖投资,龙焱能源科技,2010
鼎晖投资,晶科电子,2010
鼎晖投资,河南某公司A-鼎晖,2010
鼎晖投资,北京五洲女子医院,2010
鼎晖投资,阿罗哈清水湾项目,2010
鼎晖时代创投,维多生物,2010
鼎晖创投,一嗨租车,2010
鼎晖创投,万瑞飞鸿,2010
鼎晖创投,齐家网,2010
鼎晖创投,磨铁图书,2010
鼎晖创投,蓝海电视,2010
鼎晖创投,海南普利,2010
鼎晖创投,广东某光电设备企业-鼎晖,2010
鼎晖创投,百世物流,2010
鼎晖创投,安琪儿医疗,2010
鼎泓乘方,海云天,2010
顶华创投,国德电气,2010
点石投资,深讯和（悠米）,2010
典度投资,金岭化工,2010
第一投资,迪菲特,2010
第一投资,楚源高新,2010
第一东方,新天达美,2010
德同资本,悦购网,2010
德同资本,商埃曲,2010
德同资本,普能,2010
德同资本,普爱,2010
德同资本,乐淘网,2010
德同资本,乐淘网,2010
德同资本,来伊份,2010
德同资本,华气厚普机电,2010
德同资本,弘川化工,2010
德同资本,和邦股份,2010
德同资本,大华金管,2010
德同资本,步长制药,2010
德同资本,博腾制药（原博腾精细化工）,2010
德同资本,奥瑞安,2010
德太集团,中金公司,2010
德太集团,泰凌医药,2010
德太集团,时尚休闲服饰,2010
德丰杰龙脉中国基金,达晖飞码,2010
德丰杰,映翰通,2010
德丰杰,普能,2010
德丰杰,金蝶中间件,2010
德丰杰,和鹰科技,2010
德丰杰,好乐买,2010
德丰杰,常州得一,2010
道杰资本,卓润重工,2010
淡马锡,中国智能交通,2010
淡马锡,雨润食品,2010
淡马锡,亚洲果业,2010
淡马锡,土豆网,2010
淡马锡,富登小贷（重庆）,2010
淡马锡,富登小贷（重庆）,2010
淡马锡,Chesapeake,2010
大众资本,第一财经,2010
大正元资本,宁夏某服装公司,2010
大正元资本,南大戈德环保,2010
大正元资本,国韵生物,2010
大正元资本,德泓纺织,2010
达泰资本,普爱,2010
达晨创投,中影,2010
达晨创投,中科宇图,2010
达晨创投,中科金财,2010
达晨创投,正业科技,2010
达晨创投,元培翻译,2010
达晨创投,昱嘉华讯,2010
达晨创投,赢合科技,2010
达晨创投,迅游网络,2010
达晨创投,西域机电,2010
达晨创投,伟景行科技,2010
达晨创投,唯美度,2010
达晨创投,太空板业,2010
达晨创投,四维传媒,2010
达晨创投,硕贝德通讯,2010
达晨创投,上海生态家,2010
达晨创投,企源科技,2010
达晨创投,鹏辉电池,2010
达晨创投,明源软件,2010
达晨创投,美迪西,2010
达晨创投,联汇科技,2010
达晨创投,乐普泰科技,2010
达晨创投,凯星电子科技,2010
达晨创投,开元仪器,2010
达晨创投,巨星建材,2010
达晨创投,晶泰科技,2010
达晨创投,金威源科技,2010
达晨创投,华夏科技,2010
达晨创投,恒大高新,2010
达晨创投,航新航空科技,2010
达晨创投,高斯贝尔数码,2010
达晨创投,东方精工（原东方纸箱）,2010
达晨创投,大赢家,2010
达晨创投,博济医药,2010
